location,data_source,type,case,week_of_year,new_cases
KAILAHUN,patientdatabase,new,confirmed,2014-W04,NA
KAMBIA,situationreport,new,confirmed,2014-W04,NA
KAMBIA,patientdatabase,new,confirmed,2014-W04,NA
KENEMA,situationreport,new,confirmed,2014-W04,NA
KENEMA,patientdatabase,new,confirmed,2014-W04,NA
KOINADUGU,situationreport,new,confirmed,2014-W04,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W04,NA
KONO,situationreport,new,confirmed,2014-W04,NA
KONO,patientdatabase,new,confirmed,2014-W04,NA
MOYAMBA,situationreport,new,confirmed,2014-W04,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W04,NA
PORT LOKO,situationreport,new,confirmed,2014-W04,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W04,NA
PUJEHUN,situationreport,new,confirmed,2014-W04,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W04,NA
TONKOLILI,situationreport,new,confirmed,2014-W04,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W04,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W04,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W04,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W04,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W04,NA
BO,situationreport,new,confirmed,2014-W05,NA
BO,patientdatabase,new,confirmed,2014-W05,NA
BOMBALI,situationreport,new,confirmed,2014-W05,NA
BOMBALI,patientdatabase,new,confirmed,2014-W05,NA
BONTHE,situationreport,new,confirmed,2014-W05,NA
BONTHE,patientdatabase,new,confirmed,2014-W05,NA
KAILAHUN,situationreport,new,confirmed,2014-W05,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W05,NA
KAMBIA,situationreport,new,confirmed,2014-W05,NA
KAMBIA,patientdatabase,new,confirmed,2014-W05,NA
KENEMA,situationreport,new,confirmed,2014-W05,NA
KENEMA,patientdatabase,new,confirmed,2014-W05,NA
KOINADUGU,situationreport,new,confirmed,2014-W05,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W05,NA
KONO,situationreport,new,confirmed,2014-W05,NA
KONO,patientdatabase,new,confirmed,2014-W05,NA
MOYAMBA,situationreport,new,confirmed,2014-W05,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W05,NA
PORT LOKO,situationreport,new,confirmed,2014-W05,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W05,NA
PUJEHUN,situationreport,new,confirmed,2014-W05,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W05,NA
TONKOLILI,situationreport,new,confirmed,2014-W05,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W05,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W05,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W05,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W05,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W05,NA
BO,situationreport,new,confirmed,2014-W06,NA
BO,patientdatabase,new,confirmed,2014-W06,NA
BOMBALI,situationreport,new,confirmed,2014-W06,NA
BOMBALI,patientdatabase,new,confirmed,2014-W06,NA
BONTHE,situationreport,new,confirmed,2014-W06,NA
BONTHE,patientdatabase,new,confirmed,2014-W06,NA
KAILAHUN,situationreport,new,confirmed,2014-W06,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W06,NA
KAMBIA,situationreport,new,confirmed,2014-W06,NA
KAMBIA,patientdatabase,new,confirmed,2014-W06,NA
KENEMA,situationreport,new,confirmed,2014-W06,NA
KENEMA,patientdatabase,new,confirmed,2014-W06,NA
KOINADUGU,situationreport,new,confirmed,2014-W06,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W06,NA
KONO,situationreport,new,confirmed,2014-W06,NA
KONO,patientdatabase,new,confirmed,2014-W06,NA
MOYAMBA,situationreport,new,confirmed,2014-W06,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W06,NA
PORT LOKO,situationreport,new,confirmed,2014-W06,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W06,NA
PUJEHUN,situationreport,new,confirmed,2014-W06,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W06,NA
TONKOLILI,situationreport,new,confirmed,2014-W06,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W06,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W06,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W06,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W06,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W06,NA
BO,situationreport,new,confirmed,2014-W07,NA
BO,patientdatabase,new,confirmed,2014-W07,NA
BOMBALI,situationreport,new,confirmed,2014-W07,NA
BOMBALI,patientdatabase,new,confirmed,2014-W07,NA
BONTHE,situationreport,new,confirmed,2014-W07,NA
BONTHE,patientdatabase,new,confirmed,2014-W07,NA
KAILAHUN,situationreport,new,confirmed,2014-W07,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W07,NA
KAMBIA,situationreport,new,confirmed,2014-W07,NA
KAMBIA,patientdatabase,new,confirmed,2014-W07,NA
KENEMA,situationreport,new,confirmed,2014-W07,NA
KENEMA,patientdatabase,new,confirmed,2014-W07,NA
KOINADUGU,situationreport,new,confirmed,2014-W07,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W07,NA
KONO,situationreport,new,confirmed,2014-W07,NA
KONO,patientdatabase,new,confirmed,2014-W07,NA
MOYAMBA,situationreport,new,confirmed,2014-W07,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W07,NA
PORT LOKO,situationreport,new,confirmed,2014-W07,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W07,NA
PUJEHUN,situationreport,new,confirmed,2014-W07,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W07,NA
TONKOLILI,situationreport,new,confirmed,2014-W07,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W07,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W07,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W07,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W07,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W07,NA
BO,situationreport,new,confirmed,2014-W08,NA
BO,patientdatabase,new,confirmed,2014-W08,NA
BOMBALI,situationreport,new,confirmed,2014-W08,NA
BOMBALI,patientdatabase,new,confirmed,2014-W08,NA
BONTHE,situationreport,new,confirmed,2014-W08,NA
BONTHE,patientdatabase,new,confirmed,2014-W08,NA
KAILAHUN,situationreport,new,confirmed,2014-W08,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W08,NA
KAMBIA,situationreport,new,confirmed,2014-W08,NA
KAMBIA,patientdatabase,new,confirmed,2014-W08,NA
KENEMA,situationreport,new,confirmed,2014-W08,NA
KENEMA,patientdatabase,new,confirmed,2014-W08,NA
KOINADUGU,situationreport,new,confirmed,2014-W08,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W08,NA
KONO,situationreport,new,confirmed,2014-W08,NA
KONO,patientdatabase,new,confirmed,2014-W08,NA
MOYAMBA,situationreport,new,confirmed,2014-W08,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W08,NA
PORT LOKO,situationreport,new,confirmed,2014-W08,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W08,NA
PUJEHUN,situationreport,new,confirmed,2014-W08,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W08,NA
TONKOLILI,situationreport,new,confirmed,2014-W08,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W08,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W08,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W08,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W08,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W08,NA
BO,situationreport,new,confirmed,2014-W09,NA
BO,patientdatabase,new,confirmed,2014-W09,NA
BOMBALI,situationreport,new,confirmed,2014-W09,NA
BOMBALI,patientdatabase,new,confirmed,2014-W09,NA
BONTHE,situationreport,new,confirmed,2014-W09,NA
BONTHE,patientdatabase,new,confirmed,2014-W09,NA
KAILAHUN,situationreport,new,confirmed,2014-W09,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W09,NA
KAMBIA,situationreport,new,confirmed,2014-W09,NA
KAMBIA,patientdatabase,new,confirmed,2014-W09,NA
KENEMA,situationreport,new,confirmed,2014-W09,NA
KENEMA,patientdatabase,new,confirmed,2014-W09,NA
KOINADUGU,situationreport,new,confirmed,2014-W09,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W09,NA
KONO,situationreport,new,confirmed,2014-W09,NA
KONO,patientdatabase,new,confirmed,2014-W09,NA
MOYAMBA,situationreport,new,confirmed,2014-W09,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W09,NA
PORT LOKO,situationreport,new,confirmed,2014-W09,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W09,NA
PUJEHUN,situationreport,new,confirmed,2014-W09,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W09,NA
TONKOLILI,situationreport,new,confirmed,2014-W09,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W09,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W09,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W09,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W09,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W09,NA
BO,situationreport,new,confirmed,2014-W10,NA
BO,patientdatabase,new,confirmed,2014-W10,NA
BOMBALI,situationreport,new,confirmed,2014-W10,NA
BOMBALI,patientdatabase,new,confirmed,2014-W10,NA
BONTHE,situationreport,new,confirmed,2014-W10,NA
BONTHE,patientdatabase,new,confirmed,2014-W10,NA
KAILAHUN,situationreport,new,confirmed,2014-W10,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W10,NA
KAMBIA,situationreport,new,confirmed,2014-W10,NA
KAMBIA,patientdatabase,new,confirmed,2014-W10,NA
KENEMA,situationreport,new,confirmed,2014-W10,NA
KENEMA,patientdatabase,new,confirmed,2014-W10,NA
KOINADUGU,situationreport,new,confirmed,2014-W10,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W10,NA
KONO,situationreport,new,confirmed,2014-W10,NA
KONO,patientdatabase,new,confirmed,2014-W10,NA
MOYAMBA,situationreport,new,confirmed,2014-W10,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W10,NA
PORT LOKO,situationreport,new,confirmed,2014-W10,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W10,NA
PUJEHUN,situationreport,new,confirmed,2014-W10,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W10,NA
TONKOLILI,situationreport,new,confirmed,2014-W10,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W10,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W10,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W10,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W10,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W10,NA
BO,situationreport,new,confirmed,2014-W11,NA
BO,patientdatabase,new,confirmed,2014-W11,NA
BOMBALI,situationreport,new,confirmed,2014-W11,NA
BOMBALI,patientdatabase,new,confirmed,2014-W11,NA
BONTHE,situationreport,new,confirmed,2014-W11,NA
BONTHE,patientdatabase,new,confirmed,2014-W11,NA
KAILAHUN,situationreport,new,confirmed,2014-W11,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W11,NA
KAMBIA,situationreport,new,confirmed,2014-W11,NA
KAMBIA,patientdatabase,new,confirmed,2014-W11,NA
KENEMA,situationreport,new,confirmed,2014-W11,NA
KENEMA,patientdatabase,new,confirmed,2014-W11,NA
KOINADUGU,situationreport,new,confirmed,2014-W11,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W11,NA
KONO,situationreport,new,confirmed,2014-W11,NA
KONO,patientdatabase,new,confirmed,2014-W11,NA
MOYAMBA,situationreport,new,confirmed,2014-W11,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W11,NA
PORT LOKO,situationreport,new,confirmed,2014-W11,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W11,NA
PUJEHUN,situationreport,new,confirmed,2014-W11,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W11,NA
TONKOLILI,situationreport,new,confirmed,2014-W11,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W11,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W11,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W11,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W11,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W11,NA
BO,situationreport,new,confirmed,2014-W12,NA
BO,patientdatabase,new,confirmed,2014-W12,NA
BOMBALI,situationreport,new,confirmed,2014-W12,NA
BOMBALI,patientdatabase,new,confirmed,2014-W12,NA
BONTHE,situationreport,new,confirmed,2014-W12,NA
BONTHE,patientdatabase,new,confirmed,2014-W12,NA
KAILAHUN,situationreport,new,confirmed,2014-W12,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W12,NA
KAMBIA,situationreport,new,confirmed,2014-W12,NA
KAMBIA,patientdatabase,new,confirmed,2014-W12,NA
KENEMA,situationreport,new,confirmed,2014-W12,NA
KENEMA,patientdatabase,new,confirmed,2014-W12,NA
KOINADUGU,situationreport,new,confirmed,2014-W12,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W12,NA
KONO,situationreport,new,confirmed,2014-W12,NA
KONO,patientdatabase,new,confirmed,2014-W12,NA
MOYAMBA,situationreport,new,confirmed,2014-W12,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W12,NA
PORT LOKO,situationreport,new,confirmed,2014-W12,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W12,NA
PUJEHUN,situationreport,new,confirmed,2014-W12,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W12,NA
TONKOLILI,situationreport,new,confirmed,2014-W12,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W12,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W12,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W12,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W12,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W12,NA
BO,situationreport,new,confirmed,2014-W13,NA
BO,patientdatabase,new,confirmed,2014-W13,NA
BOMBALI,situationreport,new,confirmed,2014-W13,NA
BOMBALI,patientdatabase,new,confirmed,2014-W13,NA
BONTHE,situationreport,new,confirmed,2014-W13,NA
BONTHE,patientdatabase,new,confirmed,2014-W13,NA
KAILAHUN,situationreport,new,confirmed,2014-W13,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W13,NA
KAMBIA,situationreport,new,confirmed,2014-W13,NA
KAMBIA,patientdatabase,new,confirmed,2014-W13,NA
KENEMA,situationreport,new,confirmed,2014-W13,NA
KENEMA,patientdatabase,new,confirmed,2014-W13,NA
KOINADUGU,situationreport,new,confirmed,2014-W13,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W13,NA
KONO,situationreport,new,confirmed,2014-W13,NA
KONO,patientdatabase,new,confirmed,2014-W13,NA
MOYAMBA,situationreport,new,confirmed,2014-W13,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W13,NA
PORT LOKO,situationreport,new,confirmed,2014-W13,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W13,NA
PUJEHUN,situationreport,new,confirmed,2014-W13,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W13,NA
TONKOLILI,situationreport,new,confirmed,2014-W13,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W13,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W13,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W13,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W13,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W13,NA
BO,situationreport,new,confirmed,2014-W14,NA
BO,patientdatabase,new,confirmed,2014-W14,NA
BOMBALI,situationreport,new,confirmed,2014-W14,NA
BOMBALI,patientdatabase,new,confirmed,2014-W14,NA
BONTHE,situationreport,new,confirmed,2014-W14,NA
BONTHE,patientdatabase,new,confirmed,2014-W14,NA
KAILAHUN,situationreport,new,confirmed,2014-W14,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W14,NA
KAMBIA,situationreport,new,confirmed,2014-W14,NA
KAMBIA,patientdatabase,new,confirmed,2014-W14,NA
KENEMA,situationreport,new,confirmed,2014-W14,NA
KENEMA,patientdatabase,new,confirmed,2014-W14,NA
KOINADUGU,situationreport,new,confirmed,2014-W14,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W14,NA
KONO,situationreport,new,confirmed,2014-W14,NA
KONO,patientdatabase,new,confirmed,2014-W14,NA
MOYAMBA,situationreport,new,confirmed,2014-W14,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W14,NA
PORT LOKO,situationreport,new,confirmed,2014-W14,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W14,NA
PUJEHUN,situationreport,new,confirmed,2014-W14,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W14,NA
TONKOLILI,situationreport,new,confirmed,2014-W14,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W14,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W14,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W14,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W14,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W14,NA
BO,situationreport,new,confirmed,2014-W15,NA
BO,patientdatabase,new,confirmed,2014-W15,NA
BOMBALI,situationreport,new,confirmed,2014-W15,NA
BOMBALI,patientdatabase,new,confirmed,2014-W15,NA
BONTHE,situationreport,new,confirmed,2014-W15,NA
BONTHE,patientdatabase,new,confirmed,2014-W15,NA
KAILAHUN,situationreport,new,confirmed,2014-W15,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W15,NA
KAMBIA,situationreport,new,confirmed,2014-W15,NA
KAMBIA,patientdatabase,new,confirmed,2014-W15,NA
KENEMA,situationreport,new,confirmed,2014-W15,NA
KENEMA,patientdatabase,new,confirmed,2014-W15,NA
KOINADUGU,situationreport,new,confirmed,2014-W15,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W15,NA
KONO,situationreport,new,confirmed,2014-W15,NA
KONO,patientdatabase,new,confirmed,2014-W15,NA
MOYAMBA,situationreport,new,confirmed,2014-W15,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W15,NA
PORT LOKO,situationreport,new,confirmed,2014-W15,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W15,NA
PUJEHUN,situationreport,new,confirmed,2014-W15,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W15,NA
TONKOLILI,situationreport,new,confirmed,2014-W15,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W15,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W15,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W15,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W15,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W15,NA
BO,situationreport,new,confirmed,2014-W16,NA
BO,patientdatabase,new,confirmed,2014-W16,NA
BOMBALI,situationreport,new,confirmed,2014-W16,NA
BOMBALI,patientdatabase,new,confirmed,2014-W16,NA
BONTHE,situationreport,new,confirmed,2014-W16,NA
BONTHE,patientdatabase,new,confirmed,2014-W16,NA
KAILAHUN,situationreport,new,confirmed,2014-W16,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W16,NA
KAMBIA,situationreport,new,confirmed,2014-W16,NA
KAMBIA,patientdatabase,new,confirmed,2014-W16,NA
KENEMA,situationreport,new,confirmed,2014-W16,NA
KENEMA,patientdatabase,new,confirmed,2014-W16,NA
KOINADUGU,situationreport,new,confirmed,2014-W16,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W16,NA
KONO,situationreport,new,confirmed,2014-W16,NA
KONO,patientdatabase,new,confirmed,2014-W16,NA
MOYAMBA,situationreport,new,confirmed,2014-W16,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W16,NA
PORT LOKO,situationreport,new,confirmed,2014-W16,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W16,NA
PUJEHUN,situationreport,new,confirmed,2014-W16,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W16,NA
TONKOLILI,situationreport,new,confirmed,2014-W16,NA
TONKOLILI,patientdatabase,new,confirmed,2014-W16,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W16,NA
WESTERN AREA RURAL,patientdatabase,new,confirmed,2014-W16,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W16,NA
WESTERN AREA URBAN,patientdatabase,new,confirmed,2014-W16,NA
BO,situationreport,new,confirmed,2014-W17,NA
BO,patientdatabase,new,confirmed,2014-W17,NA
BOMBALI,situationreport,new,confirmed,2014-W17,NA
BOMBALI,patientdatabase,new,confirmed,2014-W17,NA
BONTHE,situationreport,new,confirmed,2014-W17,NA
BONTHE,patientdatabase,new,confirmed,2014-W17,NA
KAILAHUN,situationreport,new,confirmed,2014-W17,NA
KAILAHUN,patientdatabase,new,confirmed,2014-W17,NA
KAMBIA,situationreport,new,confirmed,2014-W17,NA
KAMBIA,patientdatabase,new,confirmed,2014-W17,NA
KENEMA,situationreport,new,confirmed,2014-W17,NA
KENEMA,patientdatabase,new,confirmed,2014-W17,NA
KOINADUGU,situationreport,new,confirmed,2014-W17,NA
KOINADUGU,patientdatabase,new,confirmed,2014-W17,NA
KONO,situationreport,new,confirmed,2014-W17,NA
KONO,patientdatabase,new,confirmed,2014-W17,NA
MOYAMBA,situationreport,new,confirmed,2014-W17,NA
MOYAMBA,patientdatabase,new,confirmed,2014-W17,NA
PORT LOKO,situationreport,new,confirmed,2014-W17,NA
PORT LOKO,patientdatabase,new,confirmed,2014-W17,NA
PUJEHUN,situationreport,new,confirmed,2014-W17,NA
PUJEHUN,patientdatabase,new,confirmed,2014-W17,NA
TONKOLILI,situationreport,new,confirmed,2014-W17,NA
