Date,BO,BOMBALI,BONTHE,KAILAHUN,KAMBIA,KENEMA,KOINADUGU,KONO,MOYAMBA,PORTLOKO,PUJEHUN,TONKOLILI,WESTERN
2015-02-17,0,6,0,0,6,2,0,9,1,2,8,0,25
2015-02-18,0,4,0,0,3,4,0,4,0,3,2,2,28
2015-02-19,0,10,0,0,1,2,1,5,0,4,6,0,22
2015-02-20,2,2,0,1,1,1,0,4,0,5,5,2,33
2015-02-21,0,2,0,0,2,0,1,5,1,3,4,0,20
2015-02-22,0,3,0,0,2,0,1,1,0,2,3,2,15
2015-02-23,0,2,0,0,0,0,0,3,0,3,6,0,13
2015-02-24,0,3,0,0,3,2,3,3,1,4,4,0,14
2015-02-25,0,0,0,0,1,2,0,6,0,4,6,0,14
2015-02-26,0,0,0,1,0,5,0,1,1,1,7,0,29
2015-02-27,0,3,0,0,0,2,0,2,0,7,13,0,18
2015-02-28,0,0,0,0,1,4,1,0,0,5,9,0,15
2015-03-01,0,1,0,0,1,2,1,16,1,3,5,4,25
2015-03-02,2,2,0,1,2,2,2,5,0,4,5,1,25
2015-03-03,0,2,0,0,1,1,1,11,1,2,5,0,30
2015-03-04,0,2,0,0,1,7,0,8,0,1,5,1,28
2015-03-05,1,3,0,0,2,5,0,7,0,5,11,0,39
2015-03-06,1,2,0,0,1,0,1,2,0,1,5,0,29
2015-03-07,0,0,0,0,0,2,0,5,0,0,8,0,23
2015-03-08,1,1,0,0,0,6,1,11,0,5,2,0,22
2015-03-09,1,1,0,0,1,1,0,7,0,4,9,0,23
2015-03-10,0,2,0,1,3,4,0,12,1,4,7,1,27
2015-03-11,0,1,0,0,0,5,1,14,3,3,6,2,15
2015-03-12,0,0,0,0,1,3,1,5,0,1,7,0,6
2015-03-13,0,0,0,0,2,1,1,9,0,4,12,0,13
2015-03-14,1,0,0,0,0,1,1,8,1,1,6,1,8
2015-03-15,0,0,0,0,8,2,1,5,2,1,5,3,14
2015-03-16,0,0,0,0,0,5,2,3,0,2,9,3,6
2015-03-17,0,0,0,0,0,6,1,8,0,2,8,1,16
2015-03-18,0,0,0,0,2,9,0,9,0,4,7,0,15
2015-03-19,1,0,0,0,3,6,3,12,0,0,5,1,12
2015-03-20,1,0,0,0,3,12,2,15,0,3,5,0,19
2015-03-21,1,0,0,0,2,7,0,3,0,5,4,0,8
2015-03-22,0,0,0,0,1,5,0,7,0,3,6,0,6
2015-03-23,0,0,0,0,0,8,0,4,0,0,12,3,9
2015-03-24,1,1,0,1,0,9,0,6,0,1,9,2,12
2015-03-25,0,0,0,1,1,9,0,5,0,1,1,2,14
2015-03-26,1,0,0,0,0,5,0,8,0,3,5,4,11
2015-03-27,1,0,0,0,1,5,0,8,0,1,4,3,15
2015-03-28,0,0,0,0,3,3,0,5,0,4,4,1,11
2015-03-29,0,0,0,0,5,0,1,6,0,1,5,2,9
2015-03-30,0,0,0,0,1,0,0,10,0,1,2,0,3
2015-03-31,1,0,0,0,1,1,0,7,0,2,4,1,5
2015-04-01,2,0,0,0,6,3,0,9,0,0,2,0,6
2015-04-02,2,0,0,0,1,1,0,7,0,0,3,0,10
2015-04-03,1,0,0,0,4,2,1,3,0,1,4,2,5
2015-04-04,0,0,0,0,4,0,0,2,0,2,5,0,13
2015-04-05,0,0,0,0,1,4,0,4,0,1,3,2,6
2015-04-06,0,0,0,0,0,1,2,7,0,0,11,0,3
2015-04-07,0,0,0,0,2,1,0,5,0,2,2,0,8
2015-04-08,0,0,0,0,2,2,1,4,0,3,4,0,10
2015-04-09,2,0,0,1,5,0,3,4,0,0,4,0,7
2015-04-10,1,0,0,0,2,0,2,6,0,0,3,3,8
2015-04-11,1,0,0,0,0,2,1,5,0,1,6,0,3
2015-04-12,0,0,0,0,1,2,2,4,0,3,8,0,3
2015-04-13,0,0,0,0,2,1,0,1,0,2,4,0,6
2015-04-14,0,0,0,0,2,5,1,4,0,0,6,0,7
2015-04-15,0,0,0,0,1,2,1,3,0,1,3,2,6
2015-04-16,1,0,0,0,5,0,1,3,0,1,4,1,1
2015-04-17,2,0,0,0,6,1,0,3,0,1,7,3,7
2015-04-18,0,0,0,0,2,1,0,5,0,2,5,2,4
2015-04-19,0,0,0,0,1,0,1,3,0,0,14,3,5
2015-04-20,3,0,0,0,4,2,0,8,0,0,7,10,14
2015-04-21,3,0,0,0,0,0,0,2,0,0,8,3,2
2015-04-22,2,0,1,0,1,2,1,14,1,0,8,4,3
2015-04-23,1,0,0,0,2,2,1,8,0,0,3,3,7
2015-04-24,1,1,0,0,2,0,0,7,0,1,8,2,5
2015-04-25,0,0,0,0,0,1,0,3,0,2,8,1,8
2015-04-26,1,0,0,0,1,4,3,4,0,0,10,4,2
2015-04-27,0,0,0,0,0,2,0,2,0,1,7,2,4
2015-04-28,2,0,0,0,1,6,0,3,0,2,5,2,4
2015-04-29,0,0,0,0,1,4,0,5,0,2,5,3,9
2015-04-30,0,0,0,0,0,1,1,1,0,2,3,6,7
2015-05-01,1,0,0,0,0,6,1,0,0,1,9,2,8
2015-05-02,0,0,0,0,2,1,3,1,0,6,6,2,2
2015-05-03,2,0,0,0,3,4,1,0,0,4,5,1,6
2015-05-04,0,0,0,0,5,5,4,1,0,0,8,1,4
2015-05-05,0,0,0,0,2,3,1,0,0,0,6,3,5
2015-05-06,1,0,0,0,0,1,3,0,0,1,7,2,4
2015-05-07,0,0,0,0,1,3,3,0,0,2,11,2,3
2015-05-08,1,0,0,0,0,6,1,0,1,0,9,5,4
2015-05-09,0,0,0,0,0,2,1,0,0,0,5,6,6
2015-05-10,2,0,0,0,1,2,4,0,0,1,6,4,7
2015-05-11,2,0,0,0,1,2,6,0,0,0,6,2,2
2015-05-12,0,0,0,0,0,0,3,0,0,1,11,0,4
2015-05-13,1,0,0,0,0,0,3,1,1,2,8,4,3
2015-05-14,0,0,0,0,0,2,2,0,1,3,5,5,8
2015-05-15,3,0,0,0,1,5,5,0,0,4,2,2,17
2015-05-16,0,1,0,0,0,4,0,2,0,1,9,2,10
2015-05-17,1,0,0,0,1,3,2,0,0,1,13,4,10
2015-05-18,2,0,0,0,2,3,1,1,0,1,3,4,5
2015-05-19,1,0,0,0,0,4,2,0,0,7,3,2,12
2015-05-20,5,0,0,0,0,5,9,0,0,5,4,14,15
2015-05-21,1,0,0,0,1,4,2,1,0,3,7,4,12
2015-05-22,0,0,0,0,2,3,0,1,0,0,2,5,8
2015-05-23,2,0,0,0,0,3,0,0,0,1,9,3,8
2015-05-24,1,0,0,0,2,1,0,0,0,1,10,1,9
2015-05-25,0,0,0,0,0,4,0,0,0,2,1,4,17
2015-05-26,2,0,0,0,2,1,0,0,0,6,20,3,12
2015-05-27,2,0,0,0,1,2,0,0,0,5,30,3,15
2015-05-28,2,0,0,0,1,1,0,1,0,2,11,1,13
2015-05-29,0,0,0,0,2,0,0,2,0,2,5,1,4
2015-05-30,2,0,0,0,1,1,0,0,0,1,1,2,14
2015-05-31,2,0,0,0,0,1,0,1,0,1,1,2,8
2015-06-01,1,0,0,0,3,0,0,3,0,3,5,5,6
2015-06-02,8,0,0,0,2,0,0,1,0,2,3,3,5
2015-06-03,3,0,0,0,10,0,0,0,0,4,12,2,7
2015-06-04,7,0,0,0,0,2,0,1,0,3,16,4,8
2015-06-05,11,0,0,0,3,2,0,1,0,3,17,3,8
2015-06-06,3,1,0,0,11,0,0,1,0,2,29,3,11
2015-06-07,3,0,0,0,4,0,0,2,0,3,7,4,4
2015-06-08,2,0,0,0,0,0,0,1,0,4,8,1,6
2015-06-09,1,1,0,0,1,2,0,2,0,3,9,0,10
2015-06-10,6,0,0,0,1,1,0,5,0,2,13,2,8
2015-06-11,1,0,0,0,2,1,0,2,0,3,6,0,22
2015-06-12,3,0,0,0,2,2,0,3,0,2,3,0,11
2015-06-13,2,0,0,0,0,3,0,3,0,2,12,0,13
2015-06-14,1,0,0,0,1,1,0,2,0,3,7,2,11
2015-06-15,6,0,0,0,0,3,0,1,0,9,7,3,12
2015-06-16,5,0,0,0,0,5,0,3,0,2,0,0,7
2015-06-17,3,0,0,0,1,1,0,1,0,1,0,1,12
2015-06-18,5,0,0,0,0,5,0,2,0,3,0,0,14
2015-06-19,5,0,0,0,2,4,0,1,0,5,0,2,23
2015-06-20,9,0,0,0,1,2,0,4,0,1,0,2,35
2015-06-21,3,0,0,0,1,2,0,2,0,1,0,1,23
2015-06-22,2,0,0,0,0,3,0,1,0,1,0,2,10
2015-06-23,2,0,0,0,1,1,0,3,0,2,0,1,9
2015-06-24,15,0,0,0,3,0,0,1,0,1,0,3,7
2015-06-25,4,0,0,0,0,1,0,0,0,2,0,1,4
2015-06-26,2,0,0,0,2,0,0,1,1,2,0,1,6
2015-06-27,1,0,0,0,6,0,0,3,0,0,0,1,3
2015-06-28,4,0,0,0,0,0,0,3,0,1,0,1,8
2015-06-29,2,0,0,0,2,0,0,1,0,0,0,2,5
2015-06-30,0,0,0,0,2,0,0,2,0,0,0,2,6
2015-07-01,4,0,0,0,0,0,0,3,0,2,0,4,9
2015-07-02,1,0,0,0,1,0,0,5,0,1,0,6,3
2015-07-03,0,0,0,0,1,1,0,2,0,5,0,1,9
2015-07-04,1,0,1,0,0,0,0,2,0,2,0,5,8
2015-07-05,1,0,0,0,2,1,0,3,0,6,0,3,2
2015-07-06,0,0,0,0,2,0,0,2,0,1,0,4,6
2015-07-07,0,0,0,0,2,0,0,8,0,3,0,5,5
2015-07-08,0,0,0,0,1,1,0,2,0,5,0,1,5
2015-07-09,3,0,0,0,0,0,0,7,0,7,0,1,7
2015-07-10,0,0,0,0,0,1,0,9,0,2,0,2,7
2015-07-11,1,0,0,0,1,0,0,5,0,5,0,3,3
2015-07-12,2,0,0,0,2,0,0,12,0,1,0,2,7
2015-07-13,1,0,0,0,4,0,0,4,0,2,0,2,8
2015-07-14,1,0,0,0,5,0,0,13,0,1,0,0,5
2015-07-15,1,0,0,0,1,0,0,21,0,0,0,3,3
2015-07-16,3,0,0,0,0,0,0,11,0,3,0,2,3
2015-07-17,0,0,0,0,1,0,0,13,0,0,0,2,4
2015-07-18,2,0,0,0,1,0,0,16,0,2,0,1,3
2015-07-19,1,0,0,0,0,0,0,10,0,2,0,2,1
2015-07-20,6,0,0,0,0,0,0,18,0,3,0,8,4
2015-07-21,0,0,0,0,0,0,0,18,0,8,0,3,3
2015-07-22,3,0,0,0,2,0,0,14,0,1,0,1,5
2015-07-23,9,0,0,0,1,0,0,14,0,1,0,2,5
2015-07-24,1,0,0,0,0,0,0,8,0,1,0,3,7
2015-07-25,1,0,0,0,2,0,0,19,0,1,0,4,6
2015-07-26,2,0,0,0,0,0,0,6,0,1,0,6,6
2015-07-27,1,0,0,0,2,0,0,13,0,1,0,5,11
2015-07-28,1,0,0,0,0,0,0,10,0,0,0,2,10
2015-07-29,4,0,0,0,1,0,0,11,0,3,0,1,2
2015-07-30,5,0,0,0,1,0,0,21,0,0,0,1,8
2015-07-31,0,0,0,0,0,0,0,14,1,1,0,1,4
2015-08-01,1,0,0,0,1,0,0,14,0,0,0,1,5
2015-08-02,0,0,0,0,0,0,0,10,0,0,0,0,6
2015-08-03,2,0,0,0,0,0,0,9,0,0,0,0,3
2015-08-04,2,0,0,0,1,0,0,16,0,3,0,0,3
2015-08-05,0,0,0,0,0,0,0,21,0,0,0,0,3
2015-08-06,3,0,0,0,1,0,0,15,0,1,0,1,6
2015-08-07,1,0,0,0,2,0,0,18,0,2,0,1,4
2015-08-08,0,0,0,0,0,0,0,19,0,0,0,2,0
2015-08-09,3,0,0,0,0,0,0,17,0,3,0,0,5
2015-08-10,7,0,0,0,1,0,0,20,0,4,0,1,7
2015-08-11,1,0,0,0,1,0,0,13,0,1,0,2,4
2015-08-12,3,0,0,0,1,0,0,9,0,0,0,2,5
2015-08-13,1,0,0,0,2,0,0,9,0,1,0,2,6
2015-08-14,5,0,0,0,1,0,0,10,0,0,0,1,5
2015-08-15,4,0,0,0,0,0,0,9,0,0,0,4,11
2015-08-16,1,0,0,0,0,1,0,14,0,3,0,3,4
2015-08-17,0,0,0,0,2,0,0,10,0,2,0,1,3
2015-08-18,1,0,0,0,0,0,0,8,0,3,0,3,0
2015-08-19,3,0,0,0,5,0,0,7,0,2,0,1,7
2015-08-20,5,0,0,0,4,0,0,8,0,3,0,4,6
2015-08-21,2,0,0,0,1,0,0,9,0,1,0,2,4
2015-08-22,0,0,0,0,1,0,0,3,0,0,0,2,1
2015-08-23,0,0,0,0,2,0,0,2,0,0,0,0,0
