location,data_source,type,case,week_of_year,new_cases
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
KONO,situationreport,new,confirmed,2014-W02,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
MOYAMBA,situationreport,new,confirmed,2014-W02,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
PORT LOKO,situationreport,new,confirmed,2014-W02,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
PUJEHUN,situationreport,new,confirmed,2014-W02,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
TONKOLILI,situationreport,new,confirmed,2014-W02,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W02,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W02,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W02,NA
BO,situationreport,new,confirmed,2014-W03,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
BOMBALI,situationreport,new,confirmed,2014-W03,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
BONTHE,situationreport,new,confirmed,2014-W03,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
KAILAHUN,situationreport,new,confirmed,2014-W03,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
KAMBIA,situationreport,new,confirmed,2014-W03,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
KENEMA,situationreport,new,confirmed,2014-W03,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
KOINADUGU,situationreport,new,confirmed,2014-W03,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
KONO,situationreport,new,confirmed,2014-W03,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
MOYAMBA,situationreport,new,confirmed,2014-W03,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
PORT LOKO,situationreport,new,confirmed,2014-W03,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
PUJEHUN,situationreport,new,confirmed,2014-W03,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
TONKOLILI,situationreport,new,confirmed,2014-W03,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W03,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W03,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W03,NA
BO,situationreport,new,confirmed,2014-W04,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
BOMBALI,situationreport,new,confirmed,2014-W04,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
BONTHE,situationreport,new,confirmed,2014-W04,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
KAILAHUN,situationreport,new,confirmed,2014-W04,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
KAMBIA,situationreport,new,confirmed,2014-W04,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
KENEMA,situationreport,new,confirmed,2014-W04,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
KOINADUGU,situationreport,new,confirmed,2014-W04,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
KONO,situationreport,new,confirmed,2014-W04,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
MOYAMBA,situationreport,new,confirmed,2014-W04,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
PORT LOKO,situationreport,new,confirmed,2014-W04,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
PUJEHUN,situationreport,new,confirmed,2014-W04,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
TONKOLILI,situationreport,new,confirmed,2014-W04,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W04,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W04,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W04,NA
BO,situationreport,new,confirmed,2014-W05,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
BOMBALI,situationreport,new,confirmed,2014-W05,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
BONTHE,situationreport,new,confirmed,2014-W05,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
KAILAHUN,situationreport,new,confirmed,2014-W05,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
KAMBIA,situationreport,new,confirmed,2014-W05,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
KENEMA,situationreport,new,confirmed,2014-W05,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
KOINADUGU,situationreport,new,confirmed,2014-W05,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
KONO,situationreport,new,confirmed,2014-W05,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
MOYAMBA,situationreport,new,confirmed,2014-W05,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
PORT LOKO,situationreport,new,confirmed,2014-W05,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
PUJEHUN,situationreport,new,confirmed,2014-W05,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
TONKOLILI,situationreport,new,confirmed,2014-W05,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W05,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W05,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W05,NA
BO,situationreport,new,confirmed,2014-W06,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
BOMBALI,situationreport,new,confirmed,2014-W06,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
BONTHE,situationreport,new,confirmed,2014-W06,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
KAILAHUN,situationreport,new,confirmed,2014-W06,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
KAMBIA,situationreport,new,confirmed,2014-W06,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
KENEMA,situationreport,new,confirmed,2014-W06,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
KOINADUGU,situationreport,new,confirmed,2014-W06,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
KONO,situationreport,new,confirmed,2014-W06,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
MOYAMBA,situationreport,new,confirmed,2014-W06,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
PORT LOKO,situationreport,new,confirmed,2014-W06,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
PUJEHUN,situationreport,new,confirmed,2014-W06,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
TONKOLILI,situationreport,new,confirmed,2014-W06,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W06,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W06,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W06,NA
BO,situationreport,new,confirmed,2014-W07,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
BOMBALI,situationreport,new,confirmed,2014-W07,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
BONTHE,situationreport,new,confirmed,2014-W07,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
KAILAHUN,situationreport,new,confirmed,2014-W07,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
KAMBIA,situationreport,new,confirmed,2014-W07,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
KENEMA,situationreport,new,confirmed,2014-W07,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
KOINADUGU,situationreport,new,confirmed,2014-W07,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
KONO,situationreport,new,confirmed,2014-W07,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
MOYAMBA,situationreport,new,confirmed,2014-W07,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
PORT LOKO,situationreport,new,confirmed,2014-W07,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
PUJEHUN,situationreport,new,confirmed,2014-W07,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
TONKOLILI,situationreport,new,confirmed,2014-W07,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W07,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W07,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W07,NA
BO,situationreport,new,confirmed,2014-W08,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
BOMBALI,situationreport,new,confirmed,2014-W08,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
BONTHE,situationreport,new,confirmed,2014-W08,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
KAILAHUN,situationreport,new,confirmed,2014-W08,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
KAMBIA,situationreport,new,confirmed,2014-W08,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
KENEMA,situationreport,new,confirmed,2014-W08,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
KOINADUGU,situationreport,new,confirmed,2014-W08,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
KONO,situationreport,new,confirmed,2014-W08,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
MOYAMBA,situationreport,new,confirmed,2014-W08,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
PORT LOKO,situationreport,new,confirmed,2014-W08,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
PUJEHUN,situationreport,new,confirmed,2014-W08,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
TONKOLILI,situationreport,new,confirmed,2014-W08,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W08,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W08,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W08,NA
BO,situationreport,new,confirmed,2014-W09,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
BOMBALI,situationreport,new,confirmed,2014-W09,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
BONTHE,situationreport,new,confirmed,2014-W09,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
KAILAHUN,situationreport,new,confirmed,2014-W09,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
KAMBIA,situationreport,new,confirmed,2014-W09,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
KENEMA,situationreport,new,confirmed,2014-W09,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
KOINADUGU,situationreport,new,confirmed,2014-W09,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
KONO,situationreport,new,confirmed,2014-W09,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
MOYAMBA,situationreport,new,confirmed,2014-W09,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
PORT LOKO,situationreport,new,confirmed,2014-W09,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
PUJEHUN,situationreport,new,confirmed,2014-W09,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
TONKOLILI,situationreport,new,confirmed,2014-W09,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W09,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W09,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W09,NA
BO,situationreport,new,confirmed,2014-W10,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
BOMBALI,situationreport,new,confirmed,2014-W10,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
BONTHE,situationreport,new,confirmed,2014-W10,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
KAILAHUN,situationreport,new,confirmed,2014-W10,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
KAMBIA,situationreport,new,confirmed,2014-W10,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
KENEMA,situationreport,new,confirmed,2014-W10,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
KOINADUGU,situationreport,new,confirmed,2014-W10,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
KONO,situationreport,new,confirmed,2014-W10,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
MOYAMBA,situationreport,new,confirmed,2014-W10,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
PORT LOKO,situationreport,new,confirmed,2014-W10,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
PUJEHUN,situationreport,new,confirmed,2014-W10,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
TONKOLILI,situationreport,new,confirmed,2014-W10,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W10,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W10,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W10,NA
BO,situationreport,new,confirmed,2014-W11,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
BOMBALI,situationreport,new,confirmed,2014-W11,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
BONTHE,situationreport,new,confirmed,2014-W11,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
KAILAHUN,situationreport,new,confirmed,2014-W11,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
KAMBIA,situationreport,new,confirmed,2014-W11,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
KENEMA,situationreport,new,confirmed,2014-W11,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
KOINADUGU,situationreport,new,confirmed,2014-W11,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
KONO,situationreport,new,confirmed,2014-W11,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
MOYAMBA,situationreport,new,confirmed,2014-W11,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
PORT LOKO,situationreport,new,confirmed,2014-W11,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
PUJEHUN,situationreport,new,confirmed,2014-W11,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
TONKOLILI,situationreport,new,confirmed,2014-W11,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W11,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W11,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W11,NA
BO,situationreport,new,confirmed,2014-W12,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
BOMBALI,situationreport,new,confirmed,2014-W12,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
BONTHE,situationreport,new,confirmed,2014-W12,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
KAILAHUN,situationreport,new,confirmed,2014-W12,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
KAMBIA,situationreport,new,confirmed,2014-W12,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
KENEMA,situationreport,new,confirmed,2014-W12,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
KOINADUGU,situationreport,new,confirmed,2014-W12,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
KONO,situationreport,new,confirmed,2014-W12,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
MOYAMBA,situationreport,new,confirmed,2014-W12,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
PORT LOKO,situationreport,new,confirmed,2014-W12,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
PUJEHUN,situationreport,new,confirmed,2014-W12,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
TONKOLILI,situationreport,new,confirmed,2014-W12,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W12,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W12,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W12,NA
BO,situationreport,new,confirmed,2014-W13,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
BOMBALI,situationreport,new,confirmed,2014-W13,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
BONTHE,situationreport,new,confirmed,2014-W13,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
KAILAHUN,situationreport,new,confirmed,2014-W13,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
KAMBIA,situationreport,new,confirmed,2014-W13,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
KENEMA,situationreport,new,confirmed,2014-W13,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
KOINADUGU,situationreport,new,confirmed,2014-W13,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
KONO,situationreport,new,confirmed,2014-W13,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
MOYAMBA,situationreport,new,confirmed,2014-W13,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
PORT LOKO,situationreport,new,confirmed,2014-W13,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
PUJEHUN,situationreport,new,confirmed,2014-W13,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
TONKOLILI,situationreport,new,confirmed,2014-W13,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W13,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W13,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W13,NA
BO,situationreport,new,confirmed,2014-W14,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
BOMBALI,situationreport,new,confirmed,2014-W14,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
BONTHE,situationreport,new,confirmed,2014-W14,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
KAILAHUN,situationreport,new,confirmed,2014-W14,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
KAMBIA,situationreport,new,confirmed,2014-W14,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
KENEMA,situationreport,new,confirmed,2014-W14,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
KOINADUGU,situationreport,new,confirmed,2014-W14,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
KONO,situationreport,new,confirmed,2014-W14,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
MOYAMBA,situationreport,new,confirmed,2014-W14,NA
MOYAMBA,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
PORT LOKO,situationreport,new,confirmed,2014-W14,NA
PORT LOKO,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
PUJEHUN,situationreport,new,confirmed,2014-W14,NA
PUJEHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
TONKOLILI,situationreport,new,confirmed,2014-W14,NA
TONKOLILI,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
WESTERN AREA RURAL,situationreport,new,confirmed,2014-W14,NA
WESTERN AREA RURAL,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
WESTERN AREA URBAN,situationreport,new,confirmed,2014-W14,NA
WESTERN AREA URBAN,patientdatabase,new,confirmedandprobablecasetotal,2014-W14,NA
BO,situationreport,new,confirmed,2014-W15,NA
BO,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
BOMBALI,situationreport,new,confirmed,2014-W15,NA
BOMBALI,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
BONTHE,situationreport,new,confirmed,2014-W15,NA
BONTHE,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
KAILAHUN,situationreport,new,confirmed,2014-W15,NA
KAILAHUN,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
KAMBIA,situationreport,new,confirmed,2014-W15,NA
KAMBIA,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
KENEMA,situationreport,new,confirmed,2014-W15,NA
KENEMA,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
KOINADUGU,situationreport,new,confirmed,2014-W15,NA
KOINADUGU,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
KONO,situationreport,new,confirmed,2014-W15,NA
KONO,patientdatabase,new,confirmedandprobablecasetotal,2014-W15,NA
MOYAMBA,situationreport,new,confirmed,2014-W15,NA
