NodeName,City,StateCode,CountryCode,Lon,Lat
KOT,Kotlik,AK,US,-163.56,63.03
KOV,Kokshetau,NULL,KZ,69.4,53.32
KOW,Ganzhou,NULL,CN,114.91,25.83
KOY,Olga Bay,AK,US,-154.23,57.16
KOZ,Ouzinkie,AK,US,-152.5,57.92
KPB,Point Baker,AK,US,-133.58,56.33
KPN,Kipnuk,AK,US,-164.05,59.93
KPO,Pohang,NULL,KR,129.43,35.98
KPR,Port Williams,AK,US,-152.58,58.43
KPV,Perryville,AK,US,-159.15,55.91
KPY,Port Bailey,AK,US,-153.03,57.93
KRC,Kerinci,NULL,ID,101.25,-1.72
KRF,Kramfors,NULL,SE,17.77,63.05
KRK,Krakow,NULL,PL,19.79,50.08
KRL,Korla,NULL,CN,86.12,41.69
KRN,Kiruna,NULL,SE,20.35,67.82
KRO,Kurgan,NULL,RU,65.3,55.43
KRP,Karup,NULL,DK,9.12,56.3
KRR,Krasnodar,NULL,RU,39.14,45.03
KRS,Kristiansand,NULL,NO,8.07,58.2
KRT,Khartoum,NULL,SD,32.55,15.59
KRY,Karamay,NULL,CN,84.88,45.62
KSA,"Kosrae, Caroline Islands",NULL,FM,162.96,5.35
KSC,Kosice,NULL,SK,21.25,48.67
KSD,Karlstad,NULL,SE,13.47,59.36
KSH,Kermanshah,NULL,IR,47.15,34.36
KSJ,Kasos Island,NULL,GR,26.92,35.42
KSL,Kassala,NULL,SD,36.34,15.39
KSM,Saint Marys',AK,US,-163.29,62.06
KSN,Kostanay,NULL,KZ,63.55,53.2
KSO,Kastoria,NULL,GR,21.27,40.45
KSQ,Karshi,NULL,UZ,65.78,38.81
KSU,Kristiansund,NULL,NO,7.84,63.11
KSY,Kars,NULL,TR,43.09,40.55
KSZ,Kotlas,NULL,RU,46.7,61.23
KTA,Karratha,WA,AU,116.77,-20.71
KTB,Thorne Bay,AK,US,-132.53,55.69
KTE,Kerteh,NULL,MY,103.43,4.54
KTL,Kitale,NULL,KE,34.96,0.97
KTM,Kathmandu,NULL,NP,85.36,27.7
KTN,Ketchikan,AK,US,-131.71,55.36
KTP,Kingston,NULL,JM,-76.82,17.99
KTS,Teller Mission,AK,US,-166.47,65.33
KTT,Kittila,NULL,FI,24.86,67.7
KTW,Katowice,NULL,PL,19.07,50.47
KUA,Kuantan,NULL,MY,103.22,3.78
KUD,Kudat,NULL,MY,116.83,6.92
KUF,Samara,NULL,RU,50.15,53.51
KUH,Kushiro,NULL,JP,144.2,43.05
KUK,Kasigluk,AK,US,-162.52,60.88
KUL,Kuala Lumpur,NULL,MY,101.71,2.76
KUN,Kaunas,NULL,LT,23.92,54.9
KUO,Kuopio,NULL,FI,27.79,63.01
KUS,Kulusuk,NULL,GL,-37.12,65.57
KUT,Kutaisi,NULL,GE,42.7,42.25
KUU,Kulu,NULL,IN,77.1,31.98
KUV,Gunsan,NULL,KR,126.75,35.98
KVA,Kavala,NULL,GR,24.34,40.97
KVC,King Cove,AK,US,-162.31,55.05
KVD,Gyandzha,NULL,AZ,46.32,40.73
KVG,Kavieng,NULL,PG,150.81,-2.58
KVK,Kirovsk,NULL,RU,33.58,67.58
KVL,Kivalina,AK,US,-164.55,67.73
KVR,Kavalerovo ,NULL,RU,135.05,44.27
KVX,Kirov,NULL,RU,49.35,58.5
KWA,Kwajalein,NULL,MH,167.72,8.72
KWE,Guiyang,NULL,CN,106.8,26.54
KWF,Waterfall,AK,US,-133.24,55.3
KWI,Kuwait,NULL,KW,47.97,29.24
KWJ,Gwangju,NULL,KR,126.81,35.14
KWK,Kwigillingok,AK,US,-163.13,59.83
KWL,Guilin,NULL,CN,110.32,25.13
KWM,Kowanyama,QLD,AU,141.75,-15.49
KWN,Quinhagak,AK,US,-161.83,59.76
KWP,West Point,AK,US,-153.55,57.77
KWT,Kwethluk,AK,US,-161.44,60.81
KWZ,Kolwezi,NULL,CD,25.51,-10.77
KXA,Kasaan,AK,US,-132.4,55.54
KXK,Komsomolsk Na Amure,NULL,RU,136.95,50.4
KXU,Katiu,NULL,PF,-144.4,-16.34
KYA,Konya,NULL,TR,32.56,37.98
KYE,Tripoli,NULL,LB,36,34.59
KYK,Karluk,AK,US,-154.45,57.57
KYP,Kyaukpyu,NULL,MM,93.53,19.43
KYS,Kayes,NULL,ML,-11.44,14.43
KYU,Koyukuk,AK,US,-157.71,64.88
KZB,Zachar Bay,AK,US,-153.75,57.55
KZD,Krakor,NULL,KH,104.2,12.53
KZI,Kozani,NULL,GR,21.84,40.29
KZN,Kazan,NULL,RU,49.3,55.61
KZO,Kzyl-Orda,NULL,KZ,65.59,44.71
KZS,Kastelorizo,NULL,GR,29.33,36.08
LAD,Luanda,NULL,AO,13.23,-8.85
LAE,Lae,NULL,PG,146.73,-6.56
LAI,Lannion,NULL,FR,-3.48,48.75
LAK,Aklavik,NT,CA,-134.99,68.22
LAN,Lansing,MI,US,-84.59,42.77
LAO,Laoag,NULL,PH,120.53,18.18
LAP,La Paz,NULL,MX,-110.37,24.08
LAQ,Beida,NULL,LY,21.75,32.82
LAR,Laramie,WY,US,-105.67,41.31
LAS,Las Vegas,NV,US,-115.15,36.09
LAU,Lamu,NULL,KE,40.91,-2.25
LAW,Lawton,OK,US,-98.42,34.57
LAX,Los Angeles,CA,US,-118.41,33.94
LBA,Leeds,EN,GB,-1.66,53.87
LBB,Lubbock,TX,US,-101.82,33.66
LBC,Hamburg,NULL,DE,10.7,53.81
LBD,Khudzhand,NULL,TJ,69.7,40.22
LBE,Latrobe,PA,US,-79.4,40.28
LBF,North Platte,NE,US,-100.7,41.13
LBJ,Labuan Bajo,NULL,ID,119.88,-8.52
LBL,Liberal,KS,US,-100.96,37.04
LBP,Long Banga,NULL,MY,115.4,3.2
LBR,Labrea,AM,BR,-64.85,-7.25
LBS,Labasa,NULL,FJ,179.34,-16.47
LBU,Labuan,NULL,MY,115.25,5.29
LBV,Libreville,NULL,GA,9.41,0.46
LCA,Larnaca,NULL,CY,33.63,34.88
LCE,La Ceiba,NULL,HN,-86.86,15.74
LCG,La Coruna,SP,ES,-8.38,43.3
LCH,Lake Charles,LA,US,-93.23,30.13
LCJ,Lodz,NULL,PL,19.4,51.72
LCR,La Chorrera,NULL,CO,-73.02,-0.73
LCX,Longyan,NULL,CN,116.75,25.68
LCY,London,EN,GB,0.05,51.5
LDB,Londrina,PR,BR,-51.14,-23.33
LDE,Lourdes,NULL,FR,0,43.19
LDG,Leshukonskoye,NULL,RU,45.75,64.9
LDH,Lord Howe Island,NSW,AU,159.08,-31.54
LDN,Lamidanda,NULL,NP,86.72,27.25
LDS,Yichun ,NULL,CN,128.83,47.72
LDU,Lahad Datu,NULL,MY,118.33,5.04
LDY,Londonderry,NI,GB,-7.16,55.04
LEA,Learmonth,WA,AU,114.09,-22.24
LEB,Lebanon,NH,US,-72.31,43.63
LEC,Lencois,BA,BR,-41.28,-12.48
LED,Saint Petersburg,NULL,RU,30.31,59.81
LEH,Le Havre,NULL,FR,0.09,49.54
LEI,Almeria,SP,ES,-2.37,36.85
LEJ,Leipzig/Halle,NULL,DE,12.22,51.42
LEN,Leon,SP,ES,-5.65,42.59
LEQ,Lands End,EN,GB,-5.73,50.05
LET,Leticia,NULL,CO,-69.94,-4.2
LEV,Bureta,NULL,FJ,178.83,-17.68
LEX,Lexington,KY,US,-84.6,38.04
LFM,Lamerd,NULL,IR,53.19,27.37
LFT,Lafayette,LA,US,-91.99,30.21
LFW,Lome,NULL,TG,1.25,6.17
LGA,New York,NY,US,-73.87,40.77
LGB,Long Beach,CA,US,-118.14,33.82
LGG,Liege,NULL,BE,5.46,50.64
LGI,Deadmans Cay,NULL,BS,-75.09,23.18
LGK,Langkawi,NULL,MY,99.73,6.34
LGL,Long Lellang,NULL,MY,114.25,4.18
LGP,Legaspi,NULL,PH,123.73,13.15
LGQ,Lago Agrio,NULL,EC,-76.88,0.1
LGW,London,EN,GB,-0.16,51.16
LHE,Lahore,NULL,PK,74.4,31.52
LHR,London,EN,GB,-0.45,51.47
LHW,Lanzhou,NULL,CN,103.87,36.03
LIF,Lifou,NULL,NC,167.25,-20.77
LIG,Limoges,NULL,FR,1.18,45.86
LIH,Kauai Island,HI,US,-159.35,21.98
LIL,Lille,NULL,FR,3.11,50.57
LIM,Lima,NULL,PE,-77.11,-12.02
LIN,Milan,NULL,IT,9.26,45.45
LIR,Liberia,NULL,CR,-85.54,10.6
LIS,Lisbon,NULL,PT,-9.13,38.77
LIT,Little Rock,AR,US,-92.22,34.73
LIW,Loikaw,NULL,MM,97.22,19.69
LJG,Lijiang,NULL,CN,100.25,26.68
LJU,Ljubljana,NULL,SI,14.45,46.23
LKA,Larantuka,NULL,ID,122.98,-8.35
LKB,Lakeba,NULL,FJ,179.2,-18.2
LKE,Seattle,WA,US,-122.33,47.63
LKG,Lokichoggio,NULL,KE,34.35,4.23
LKH,Long Akah,NULL,MY,114.78,13.3
LKL,Lakselv,NULL,NO,24.97,70.07
LKN,Leknes,NULL,NO,13.61,68.15
LKO,Lucknow,NULL,IN,80.88,26.76
LKY,Lake Manyara,NULL,TZ,36.42,-3.5
LLA,Lulea,NULL,SE,22.12,65.55
LLB,Libo ,NULL,CN,107.96,25.45
LLF,Ling Ling,NULL,CN,111.96,26.7
LLI,Lalibela,NULL,ET,39.07,12.02
LLK,Lankaran ,NULL,AZ,48.81,38.75
LLW,Lilongwe,NULL,MW,33.78,-13.78
LMA,Lake Minchumina,AK,US,-152.32,63.88
LMC,Lamacarena,NULL,CO,-73.9,3.32
LMM,Los Mochis,NULL,MX,-108.98,25.82
LMN,Limbang,NULL,MY,115,4.67
LMP,Lampedusa,NULL,IT,12.62,35.5
LMT,Klamath Falls,OR,US,-121.74,42.16
LMY,Lake Murray,NULL,PG,141.37,-6.83
LNB,Lamen Bay,NULL,VU,168.18,-16.58
LNE,Lonorore,NULL,VU,168.17,-15.86
LNJ,Lincang,NULL,CN,100.03,23.74
LNK,Lincoln,NE,US,-96.75,40.85
LNS,Lancaster,PA,US,-76.3,40.12
LNV,Lihir Island,NULL,PG,152.63,-3.04
LNY,Lanai,HI,US,-156.95,20.79
LNZ,Linz,NULL,AT,14.19,48.24
LOD,Longana,NULL,VU,167.97,-15.32
LOH,Loja,NULL,EC,-79.37,-3.99
LOK,Lodwar,NULL,KE,35.6,3.15
LOO,Laghouat,NULL,DZ,2.98,33.83
LOS,Lagos,NULL,NG,3.32,6.58
LPA,Las Palmas,CI,ES,-15.39,27.94
LPB,La Paz,NULL,BO,-68.18,-16.51
LPD,La Pedrera,NULL,CO,-69.72,-1.3
LPI,Linkoping,NULL,SE,15.52,58.4
LPK,Lipetsk,NULL,RU,39.6,52.62
LPL,Liverpool,EN,GB,-2.85,53.34
LPM,Lamap,NULL,VU,167.82,-16.47
LPP,Lappeenranta,NULL,FI,28.16,61.05
LPQ,Luang Prabang,NULL,LA,102.16,19.9
LPS,Lopez Island,WA,US,-122.94,48.48
LPT,Lampang,NULL,TH,99.51,18.27
LPY,Le Puy,NULL,FR,3.77,45.08
LQM,Puerto Leguizamo,NULL,CO,-74.58,-0.3
LQN,Qala Nau,NULL,AF,63.67,34.95
LRD,Laredo,TX,US,-99.46,27.54
LRE,Longreach,QLD,AU,144.27,-23.44
LRH,La Rochelle,NULL,FR,-1.19,46.18
LRM,La Romana,NULL,DO,-68.9,18.42
LRR,Lar,NULL,IR,54.38,27.67
LRS,Leros,NULL,GR,26.78,37.52
LRT,Lorient,NULL,FR,-3.44,47.75
LSA,Losuia,NULL,PG,151.03,-8.36
LSC,La Serena,NULL,CL,-71.2,-29.92
LSE,La Crosse,WI,US,-91.26,43.88
LSH,Lashio,NULL,MM,97.75,22.97
LSI,Shetland Islands,SC,GB,-1.29,59.88
LSP,Las Piedras,NULL,VE,-70.15,11.78
LST,Launceston,TAS,AU,147.21,-41.54
LSW,Lhoksumawe,NULL,ID,97.17,5.17
LSY,Lismore,NSW,AU,153.26,-28.84
LTD,Ghadames,NULL,LY,9.51,30.13
LTI,Altai,NULL,MN,96.42,46.65
LTK,Latakia,NULL,SY,35.94,35.41
LTN,London,EN,GB,-0.38,51.88
LTO,Loreto,NULL,MX,-111.35,25.98
LTQ,Le Touquet,NULL,FR,1.63,50.52
LTU,Latur ,NULL,IN,76.46,18.41
LUA,Lukla,NULL,NP,86.73,27.68
LUG,Lugano,NULL,CH,8.97,46.02
LUH,Ludhiana,NULL,IN,75.85,30.9
LUK,Cincinnati,OH,US,-84.67,39.03
LUM,Luxi,NULL,CN,98.53,24.41
LUN,Lusaka,NULL,ZM,28.45,-15.33
LUO,Luena,NULL,AO,20.17,-11.5
LUP,Kalaupapa,HI,US,-156.97,21.21
LUQ,San Luis,SL,AR,-66.36,-33.27
LUR,Cape Lisburne,AK,US,-166.11,68.88
LUV,Langgur,NULL,ID,132.72,-5.67
LUX,Luxembourg,NULL,LU,6.21,49.63
LVI,Livingstone,NULL,ZM,25.82,-17.82
LWB,Lewisburg,WV,US,-80.4,37.86
LWE,Lewoleba,NULL,ID,123.37,-8.5
LWK,Shetland Islands,SC,GB,-1.15,60.15
LWN,Gyoumri,NULL,AM,43.83,40.72
LWO,Lviv,NULL,UA,23.96,49.82
LWS,Lewiston,ID,US,-117.01,46.37
LWT,Lewistown,MT,US,-109.47,47.05
LWY,Lawas,NULL,MY,115.42,4.92
LXA,Lhasa,NULL,CN,90.9,29.29
LXG,Luang Namtha,NULL,LA,101.47,21.05
LXR,Luxor,NULL,EG,32.7,25.67
LXS,Limnos,NULL,GR,25.23,39.92
LYA,Luoyang,NULL,CN,112.39,34.74
LYB,Little Cayman,NULL,KY,-80.08,19.66
LYC,Lycksele,NULL,SE,18.71,64.55
LYG,Lianyungang,NULL,CN,118.88,34.57
LYH,Lynchburg,VA,US,-79.2,37.33
LYI,Linyi,NULL,CN,118.41,35.05
LYP,Faisalabad,NULL,PK,72.99,31.36
LYR,Longyearbyen,NULL,SJ,15.8,78.21
LYS,Lyon,NULL,FR,5.08,45.72
LYX,Lydd,EN,GB,0.93,50.95
LZC,Lazaro Cardenas,NULL,MX,-102.22,18
LZH,Liuzhou,NULL,CN,109.4,24.21
LZN,Nangan,NULL,CN,119.96,26.16
LZO,Luzhou,NULL,CN,105.38,28.84
LZY,Linzhi,NULL,CN,94.33,29.3
MAA,Chennai,NULL,IN,80.16,12.98
MAB,Maraba,PA,BR,-49.17,-5.37
MAD,Madrid,SP,ES,-3.57,40.47
MAF,Midland/Odessa,TX,US,-102.21,31.94
MAG,Madang,NULL,PG,145.79,-5.21
MAH,Menorca,SP,ES,4.23,39.86
MAJ,Majuro,NULL,MH,171.28,7.07
MAK,Malakal,NULL,SD,31.64,9.56
MAM,Matamoros,NULL,MX,-97.52,25.77
MAN,Manchester,EN,GB,-2.27,53.36
MAO,Manaus,AM,BR,-60.05,-3.03
MAR,Maracaibo,NULL,VE,-71.72,10.56
MAS,Manus Island,NULL,PG,147.42,-2.06
MAU,Maupiti,NULL,PF,-152.24,-16.43
MAZ,Mayaguez,NULL,PR,-67.15,18.26
MBA,Mombasa,NULL,KE,39.6,-4.03
MBE,Monbetsu,NULL,JP,143.38,44.27
MBI,Mbeya,NULL,TZ,33.46,-8.91
MBJ,Montego Bay,NULL,JM,-77.92,18.5
MBL,Manistee,MI,US,-86.25,44.27
MBS,Saginaw,MI,US,-84.09,43.53
MBT,Masbate,NULL,PH,123.07,12.37
MCE,Merced,CA,US,-120.51,37.28
MCG,McGrath,AK,US,-155.66,62.98
MCI,Kansas City,MO,US,-94.72,39.29
MCK,McCook,NE,US,-100.67,40.26
MCM,Monte Carlo,NULL,MC,7.42,43.73
MCN,Macon,GA,US,-83.65,32.7
MCO,Orlando,FL,US,-81.31,28.43
MCP,Macapa,AP,BR,-51.07,0.05
MCT,Muscat,NULL,OM,58.29,23.59
MCV,Mcarthur River,NT,AU,136.09,-16.47
MCW,Mason City,IA,US,-93.33,43.16
MCX,Makhachkala,NULL,RU,47.66,42.82
MCY,Sunshine Coast,QLD,AU,153.09,-26.61
MCZ,Maceio,AL,BR,-35.8,-9.51
MDC,Manado,NULL,ID,124.92,1.54
MDE,Medellin,NULL,CO,-75.43,6.17
MDG,Mudanjiang,NULL,CN,129.58,44.53
MDK,Mbandaka,NULL,CD,18.29,0.02
MDL,Mandalay,NULL,MM,96.09,21.94
MDQ,Mar Del Plata,BA,AR,-57.57,-37.93
MDT,Harrisburg,PA,US,-76.76,40.2
MDU,Mendi,NULL,PG,143.65,-6.16
MDW,Chicago,IL,US,-87.74,41.79
MDZ,Mendoza,MD,AR,-68.8,-32.83
MEB,Melbourne,VIC,AU,144.9,-37.74
MEC,Manta,NULL,EC,-80.68,-0.95
MED,Madinah,NULL,SA,39.7,24.54
MEE,Mare,NULL,NC,168.04,-21.48
MEG,Malange,NULL,AO,16.33,-9.53
MEH,Mehamn,NULL,NO,27.83,71.03
MEI,Meridian,MS,US,-88.75,32.34
MEL,Melbourne,VIC,AU,144.85,-37.67
MEM,Memphis,TN,US,-89.98,35.04
MEQ,Meulaboh,NULL,ID,96.12,4.15
MER,Merced,CA,US,-120.48,37.3
MES,Medan,NULL,ID,98.67,3.56
MEX,Mexico City,NULL,MX,-99.07,19.44
MEY,Meghauli,NULL,NP,84.23,27.58
MFE,McAllen,TX,US,-98.24,26.18
MFK,Matsu,NULL,TW,119.92,26.17
MFM,Macau,NULL,MO,113.57,22.16
MFR,Medford,OR,US,-122.87,42.37
MFU,Mfuwe,NULL,ZM,31.93,-13.27
MGA,Managua,NULL,NI,-86.17,12.14
MGB,Mount Gambier,SA,AU,140.78,-37.74
MGF,Maringa,PR,BR,-51.93,-23.38
MGM,Montgomery,AL,US,-86.39,32.31
MGQ,Mogadishu,NULL,SO,45.31,2.01
MGS,Mangaia Island,NULL,CK,-157.93,-21.93
MGT,Milingimbi,NT,AU,134.89,-12.09
MGW,Morgantown,WV,US,-79.92,39.64
MGZ,Myeik,NULL,MM,98.62,12.45
MHD,Mashad,NULL,IR,59.64,36.23
MHG,Mannheim,NULL,DE,8.52,49.48
MHH,Marsh Harbour,NULL,BS,-77.08,26.51
MHK,Manhattan,KS,US,-96.67,39.14
MHT,Manchester,NH,US,-71.44,42.93
MIA,Miami,FL,US,-80.28,25.8
MID,Merida,NULL,MX,-89.66,20.93
MIG,Mian Yang,NULL,CN,104.74,31.43
MII,Marilia,SP,BR,-49.93,-22.2
MIM,Merimbula,NSW,AU,149.9,-36.91
MIR,Monastir,NULL,TN,10.75,35.76
MIS,Misima Island,NULL,PG,152.84,-10.5
MJD,Mohenjo Daro,NULL,PK,68.14,27.34
MJF,Mosjoen,NULL,NO,13.22,65.78
MJK,Monkey Mia,WA,AU,113.58,-25.89
MJM,Mbuji Mayi,NULL,CD,23.63,-6.15
MJN,Majunga,NULL,MG,46.35,-15.67
MJT,Mytilene,NULL,GR,26.6,39.06
MJU,Mamuju,NULL,ID,118.83,-2.5
MJV,Murcia,SP,ES,-0.82,37.78
MJZ,Mirnyj,NULL,RU,114.03,62.53
MKE,Milwaukee,WI,US,-87.9,42.95
MKG,Muskegon,MI,US,-86.24,43.17
MKK,Hoolehua,HI,US,-157.1,21.15
MKL,Jackson,TN,US,-88.92,35.6
MKM,Mukah,NULL,MY,112.08,2.91
MKP,Makemo,NULL,PF,-143.65,-16.59
MKQ,Merauke,NULL,ID,140.5,-8.52
MKW,Manokwari,NULL,ID,134.05,-0.89
MKX,Mukalla,NULL,YE,49.13,14.53
MKY,Mackay,QLD,AU,149.18,-21.18
MKZ,Malacca,NULL,MY,102.25,2.26
MLA,Malta,NULL,MT,14.5,35.85
MLB,Melbourne,FL,US,-80.63,28.1
MLE,Male,NULL,MV,73.52,4.2
MLG,Malang,NULL,ID,112.71,-7.93
MLH,"Mulhouse, France/Basel",NULL,CH,7.53,47.6
MLI,Moline,IL,US,-90.51,41.45
MLL,Marshall,AK,US,-162.07,61.87
MLM,Morelia,NULL,MX,-101.03,19.84
MLN,Melilla,SP,ES,-2.96,35.28
MLO,Milos,NULL,GR,24.5,37.2
MLS,Miles City,MT,US,-105.88,46.43
MLU,Monroe,LA,US,-92.04,32.51
MLW,Monrovia,NULL,LR,-10.76,6.29
MLX,Malatya,NULL,TR,38.25,38.35
MLY,Manley Hot Springs,AK,US,-150.64,65
MMB,Memanbetsu,NULL,JP,144.17,43.9
MME,Durham Tees Valley,EN,GB,-1.43,54.51
MMH,Mammoth Lakes,CA,US,-118.85,37.63
MMJ,Matsumoto,NULL,JP,137.97,36.23
MMK,Murmansk,NULL,RU,32.76,68.79
MMO,Maio,NULL,CV,-23.17,15.25
MMU,Morristown,NJ,US,-74.42,40.8
MMX,Malmo,NULL,SE,13.36,55.54
MMY,Miyako,NULL,JP,125.3,24.78
MMZ,Maimana,NULL,AF,64.73,35.92
MNA,Melangguane,NULL,ID,126.7,4.05
MNG,Maningrida,NT,AU,134.23,-12.05
MNI,Montserrat,NULL,MS,-62.23,16.75
MNL,Manila,NULL,PH,121.01,14.51
MNS,Mansa,NULL,ZM,28.87,-11.13
MNT,Minto,AK,US,-149.17,64.89
MNU,Maulmyine,NULL,MM,97.67,16.44
MOA,Moa,NULL,CU,-74.88,20.5
MOB,Mobile,AL,US,-88.24,30.68
MOC,Montes Claros,MG,BR,-43.82,-16.71
MOD,Modesto,CA,US,-120.96,37.63
MOF,Maumere,NULL,ID,122.25,-8.63
MOG,Mong Hsat,NULL,MM,99.27,20.53
MOI,Mitiaro Island,NULL,CK,-157.71,-19.84
MOL,Molde,NULL,NO,7.26,62.75
MOQ,Morondava,NULL,MG,44.32,-20.28
MOT,Minot,ND,US,-101.28,48.26
MOU,Mountain Village,AK,US,-163.72,62.09
MOV,Moranbah,QLD,AU,148.07,-22.06
MOZ,Moorea,NULL,PF,-149.76,-17.49
MPA,Mpacha,NULL,NA,24.27,-17.5
MPH,Caticlan,NULL,PH,121.95,11.93
MPI,Mamitupo,NULL,PA,-79.84,9.58
MPL,Montpellier,NULL,FR,3.96,43.58
MPM,Maputo,NULL,MZ,32.57,-25.92
MPN,Mount Pleasant,NULL,FK,-58.45,-51.82
MPW,Mariupol,NULL,UA,37.55,47.1
MQF,Magnitogorsk,NULL,RU,59.07,53.45
MQL,Mildura,VIC,AU,142.08,-34.23
MQM,Mardin,NULL,TR,40.63,37.22
MQN,Mo I Rana,NULL,NO,14.3,66.36
MQP,Nelspruit,NULL,ZA,31.1,-25.38
MQT,Marquette,MI,US,-87.56,46.53
MQX,Makale,NULL,ET,39.53,13.47
MRA,Misurata,NULL,LY,15.07,32.4
MRE,Mara Lodges,NULL,KE,35.06,-1.3
MRO,Masterton,NULL,NZ,175.65,-40.95
MRQ,Marinduque,NULL,PH,121.82,13.36
MRS,Marseille,NULL,FR,5.22,43.44
MRU,Mauritius,NULL,MU,57.68,-20.43
MRV,Mineralnye Vody,NULL,RU,43.09,44.22
MRX,Bandar Mahshahr,NULL,IR,49.17,30.54
MRY,Monterey,CA,US,-121.85,36.59
MRZ,Moree,NSW,AU,149.85,-29.5
MSA,Muskrat Dam,ON,CA,-91.98,53.82
MSE,Manston,EN,GB,1.35,51.35
MSJ,Misawa,NULL,JP,141.39,40.7
MSL,Muscle Shoals,AL,US,-87.62,34.75
MSN,Madison,WI,US,-89.35,43.14
MSO,Missoula,MT,US,-114.08,46.92
MSP,Minneapolis,MN,US,-93.21,44.88
MSQ,Minsk,NULL,BY,28.03,53.89
MSR,Mus,NULL,TR,41.63,38.73
MSS,Massena,NY,US,-74.85,44.94
MST,Maastricht,NULL,NL,5.77,50.92
MSU,Maseru,NULL,LS,27.51,-29.3
MSW,Massawa,NULL,ER,39.44,15.6
MSY,New Orleans,LA,US,-90.26,29.98
MSZ,Namibe,NULL,AO,12.16,-15.21
MTJ,Montrose,CO,US,-107.9,38.51
MTM,Metlakatla,AK,US,-131.58,55.13
MTR,Monteria,NULL,CO,-75.82,8.83
MTS,Manzini,NULL,SZ,31.31,-26.52
MTT,Minatitlan,NULL,MX,-94.52,17.98
MTV,Mota Lava,NULL,VU,167.67,-13.67
MTY,Monterrey,NULL,MX,-100.11,25.78
MUA,Munda,NULL,SB,157.27,-8.33
MUB,Maun,NULL,BW,23.43,-19.97
MUC,Munich,NULL,DE,11.79,48.35
MUE,Kamuela,HI,US,-155.67,20.01
MUH,Mersa Matruh,NULL,EG,27.25,31.35
MUK,Mauke Island,NULL,CK,-158.5,-19.33
MUN,Maturin,NULL,VE,-63.16,9.75
MUR,Marudi,NULL,MY,114.32,4.18
MUX,Multan,NULL,PK,71.41,30.2
MUZ,Musoma,NULL,TZ,33.8,-1.5
MVB,Franceville,NULL,GA,13.43,-1.65
MVD,Montevideo,NULL,UY,-56.03,-34.84
MVP,Mitu,NULL,CO,-70.05,1.13
MVT,Mataiva,NULL,PF,-148.42,-14.83
MVY,Marthas Vineyard',MA,US,-70.61,41.39
MWA,Marion,IL,US,-89.02,37.75
MWF,Maewo,NULL,VU,168.17,-15.17
MWK,Matak,NULL,ID,106.27,3.3
MWQ,Magwe,NULL,MM,94.94,20.17
MWX,Gwangju,NULL,KR,126.38,34.99
MWZ,Mwanza,NULL,TZ,32.92,-2.44
MXH,Moro,NULL,PG,143.25,-6.35
MXL,Mexicali,NULL,MX,-115.25,32.63
MXM,Morombe,NULL,MG,43.37,-21.75
MXP,Milan,NULL,IT,8.71,45.63
MXS,Maota Savall Island,NULL,WS,-172.23,-13.72
MXV,Moron,NULL,MN,100.17,49.63
MXX,Mora,NULL,SE,14.5,60.96
MXZ,Mei Xian,NULL,CN,116.13,24.35
MYA,Moruya,NSW,AU,150.15,-35.9
MYD,Malindi,NULL,KE,40.1,-3.23
MYE,Miyake Jima,NULL,JP,139.56,34.07
MYG,Mayaguana,NULL,BS,-73.02,22.38
MYJ,Matsuyama,NULL,JP,132.7,33.82
MYQ,Mysore,NULL,IN,76.65,12.3
MYR,Myrtle Beach,SC,US,-78.92,33.68
MYT,Myitkyina,NULL,MM,97.3,25.35
MYU,Mekoryuk,AK,US,-166.27,60.37
MYW,Mtwara,NULL,TZ,40.19,-10.34
MYY,Miri,NULL,MY,113.98,4.33
MZG,Makung,NULL,TW,119.62,23.57
MZH,Merzifon,NULL,TR,35.53,40.88
MZI,Mopti,NULL,ML,-4.08,14.51
MZL,Manizales,NULL,CO,-75.47,5.03
MZO,Manzanillo,NULL,CU,-77.13,20.32
MZR,Mazar-I-Sharif,NULL,AF,67.21,36.71
MZT,Mazatlan,NULL,MX,-106.27,23.17
MZV,Mulu,NULL,MY,114.8,4.03
MZW,Mechria,NULL,DZ,-0.28,33.52
NAA,Narrabri,NSW,AU,149.83,-30.32
NAC,Naracoorte,SA,AU,140.83,-36.95
NAG,Nagpur,NULL,IN,79.06,21.09
NAH,Naha,NULL,ID,125.37,3.72
NAJ,Nakhichevan,NULL,AZ,45.46,39.19
NAL,Nalchik,NULL,RU,43.7,43.53
NAN,Nadi,NULL,FJ,177.45,-17.75
NAO,Nanchong,NULL,CN,106.07,30.8
NAP,Naples,NULL,IT,14.29,40.89
NAQ,Qaanaaq,NULL,GL,-69.37,77.49
NAS,Nassau,NULL,BS,-77.46,25.05
NAT,Natal,RN,BR,-35.25,-5.92
NAU,Napuka Island,NULL,PF,-141.58,-14.17
NAV,Nevsehir,NULL,TR,34.72,38.63
NAW,Narathiwat,NULL,TH,101.75,6.52
NAY,Beijing,NULL,CN,116.59,40.08
NBC,Naberevnye Chelny,NULL,RU,52.1,55.56
NBE,Enfidha,NULL,TN,10.44,36.08
NBO,Nairobi,NULL,KE,36.93,-1.32
NBS,Baishan ,NULL,CN,126.42,41.94
NBW,Guantanamo,NULL,CU,-75.23,20.17
NBX,Nabire,NULL,ID,135.43,-3.37
NCA,North Caicos,NULL,TC,-71.98,21.93
