Location,Country,Region/City,Disease,Species,Feed Language,HM Alert ID,Headline,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,Cumulative SC,Cumulative SD,Cumulative CC,Cumulative CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Liberia,Liberia,,Ebola,Humans,,2834301,"PRO/AH/EDR> Ebola virus disease - ex Africa (05): USA ex Liberia, prevention",http://promedmail.org/direct.php?id=20141005.2834301,05/10/14 22:33,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2834551,"PRO/AH/EDR> Ebola virus disease - West Africa (187): UN, aid, Sierra Leone, ECDC, Liberia",http://promedmail.org/direct.php?id=20141005.2834551,05/10/14 23:34,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2834551,"PRO/AH/EDR> Ebola virus disease - West Africa (187): UN, aid, Sierra Leone, ECDC, Liberia",http://promedmail.org/direct.php?id=20141005.2834551,05/10/14 23:34,No Tag,,8,,,,,,,,ProMED Mail,Liberian Observer (edited),
Spain,Spain,,Ebola,Humans,,2837374,"PRO/AH/EDR> Ebola virus disease - ex Africa (06): Spain case, USA case, US case medevaced",http://promedmail.org/direct.php?id=20141006.2837374,06/10/14 22:12,No Tag,,,1,1,,,,,,ProMED Mail,New York Times,
United States,United States,,Ebola,Humans,,2837374,"PRO/AH/EDR> Ebola virus disease - ex Africa (06): Spain case, USA case, US case medevaced",http://promedmail.org/direct.php?id=20141006.2837374,06/10/14 22:12,No Tag,,,,,,,1,,,ProMED Mail,New York Times,
Liberia,Liberia,,Ebola,Humans,,2837773,"PRO/AH/EDR> Ebola virus disease - West Africa (188): international cases, Liberia, clinical ",http://www.promedmail.org/post/2837773,07/10/14 00:41,No Tag,21,,,,,,,,,ProMED Mail,Daily Observer,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2837773,"PRO/AH/EDR> Ebola virus disease - West Africa (188): international cases, Liberia, clinical ",http://promedmail.org/direct.php?id=20141007.2837773,07/10/14 00:41,No Tag,,,1,,,,,,,ProMED Mail,Wall Street Journal,
United States,United States,,Ebola,Humans,,2840925,"PRO/AH/EDR> Ebola virus disease - ex Africa (07): Europe cases, USA quarantine stations",http://promedmail.org/direct.php?id=20141007.2840925,07/10/14 23:43,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2841244,"PRO/AH/EDR> Ebola virus disease - West Africa (189): Sierra Leone, Liberia, OIE",http://promedmail.org/direct.php?id=20141008.2841244,08/10/14 13:11,No Tag,,,,,,,,,,ProMED Mail,,
United States,United States,,Ebola,Humans,,2843902,"PRO/AH/EDR> Ebola virus disease - ex Africa (08): US death, concern re. spread, travel ban",http://promedmail.org/direct.php?id=20141008.2843902,08/10/14 16:50,No Tag,,,,1,,,,,,ProMED Mail,Texas Department of State Health Services,
Spain,Spain,,Ebola,Humans,,2848352,"PRO/AH/EDR> Ebola virus disease - ex Africa (09): WHO, Spain, Australia, Canada, USA",http://promedmail.org/direct.php?id=20141009.2848352,09/10/14 21:09,No Tag,,,,,,,1,,,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News",
Australia,Australia,,Ebola,Humans,,2848352,"PRO/AH/EDR> Ebola virus disease - ex Africa (09): WHO, Spain, Australia, Canada, USA",http://promedmail.org/direct.php?id=20141009.2848352,09/10/14 21:09,No Tag,1,,,,,,,,,ProMED Mail,The New York Times,
Liberia,Liberia,,Ebola,Humans,,2851248,"PRO/AH/EDR> Ebola virus disease - ex Africa (10): WHO, UN, Liberia, medevac, S. Leone, USA",http://promedmail.org/direct.php?id=20141010.2851248,10/10/14 15:50,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2852077,"PRO/AH/EDR> Ebola virus disease - West Africa (190): Liberia, Sierra Leone, China monitoring",http://promedmail.org/direct.php?id=20141010.2852077,10/10/14 23:50,No Tag,,1,,,,,,,,ProMED Mail,"AllAfrica, Leadership Report",
"Chengdu, Sichuan Province, China",China,,Ebola,Humans,,2852077,"PRO/AH/EDR> Ebola virus disease - West Africa (190): Liberia, Sierra Leone, China monitoring",http://promedmail.org/direct.php?id=20141010.2852077,10/10/14 23:50,No Tag,1,,,,,,,,,ProMED Mail,Sohu News,
DR Congo,DR Congo,,Ebola,Humans,,2853582,PRO/AH/EDR> Ebola virus disease - Congo DR (15): (ET) update,http://promedmail.org/direct.php?id=20141011.2853582,11/10/14 14:00,No Tag,,,,,71,,30,43,,ProMED Mail,WHO Global Alert and Response ,
United States,United States,,Ebola,Humans,,2854247,"PRO/AH/EDR> Ebola virus disease - ex Africa (11): Europe, threat to N. America, recurrence",http://promedmail.org/direct.php?id=20141011.2854247,11/10/14 20:05,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2854716,"PRO/AH/EDR> Ebola virus disease - West Africa (191): Liberia, Sierra Leone, volunteers, vaccine testing",http://promedmail.org/direct.php?id=20141012.2854716,12/10/14 10:28,No Tag,,,,,,,,,,ProMED Mail,,
United States,United States,,Ebola,Humans,,2855419,PRO/AH/EDR> Ebola virus disease - ex Africa (12): in hospital management challenges,http://promedmail.org/direct.php?id=20141012.2855419,12/10/14 12:32,No Tag,,,,,,,,,,ProMED Mail,,
Spain,Spain,,Ebola,Humans,,2856328,"PRO/AH/EDR> Ebolavirus, animal reservoir (02): Spain, dog susp.",http://promedmail.org/direct.php?id=20141012.2856328,12/10/14 18:24,No Tag,,,,,,,,,,ProMED Mail,,
United States,United States,Texas,Ebola,Humans,,2856660,"PRO/AH/EDR> Ebola virus disease - ex Africa (13): USA new case, Spain, more quarantined",http://promedmail.org/direct.php?id=20141012.2856660,12/10/14 22:13,No Tag,,,1,,,,,,,ProMED Mail,CDC [edited],
Ethiopia,Ethiopia,Addis Abada,Ebola,Humans,,2859164,"PRO/AH/EDR> Ebola virus disease - ex Africa (14): Ethiopia susp., USA 2nd case, prevention",http://promedmail.org/direct.php?id=20141013.2859164,13/10/14 23:43,No Tag,4,,,,,,,,,ProMED Mail,Hara Ethiopia [edited],
Germany,Germany,,Ebola,Humans,,2863794,"PRO/AH/EDR> Ebola virus disease - ex Africa (15): UN doctor dies, USA, prevention",http://promedmail.org/direct.php?id=20141014.2863794,14/10/14 20:32,No Tag,,,1,,,,,,,ProMED Mail,NBC News [edited],
United States,United States,Texas,Ebola,Humans,,2866172,PRO/AH/EDR> Ebola virus disease - ex Africa (16): USA (TX) 2nd nurse case,http://promedmail.org/direct.php?id=20141015.2866172,15/10/14 10:13,No Tag,,,1,,,,,,,ProMED Mail,Washington Post [edited],
United States,United States,,Ebola,Humans,,2868385,PRO/AH/EDR> Ebola virus disease - ex Africa (17): USA (TX) 2nd nurse update,http://promedmail.org/direct.php?id=20141015.2868385,15/10/14 22:39,No Tag,,,,,,,,,,ProMED Mail,,
Worldwide,Worldwide,,Ebola,Humans,,2870865,"PRO/AH/EDR> Ebola virus disease - West Africa (192): WHO, S. Leone soldier, MSF, new drug",http://promedmail.org/direct.php?id=20141016.2870865,16/10/14 16:51,No Tag,,,,,8997,4493,,,,ProMED Mail,WHO Situation report - 15 October 2014,
United States,United States,,Ebola,Humans,,2872362,"PRO/AH/EDR> Ebola virus disease - ex Africa (18): Ethiopia NOT, USA nurses, prevention",http://promedmail.org/direct.php?id=20141016.2872362,16/10/14 22:12,No Tag,,,,,,,,,,ProMED Mail,,
DR Congo,DR Congo,Boende,Ebola,Humans,,2875307,PRO/AH/EDR> Ebola virus disease - Congo DR (16): (ET) genome sequence,http://promedmail.org/direct.php?id=20141017.2875307,17/10/14 17:24,No Tag,,,,,68,49,,,,ProMED Mail,CIDRAP (Center for Infectious Disease Research and Policy) News [edited],
United States,United States,,Ebola,Humans,,2875654,"PRO/AH/EDR> Ebolavirus, animal reservoir (03): USA, canine quarantined",http://promedmail.org/direct.php?id=20141017.2875654,17/10/14 18:14,No Tag,,,,,,,,,,ProMED Mail,,
Spain,Spain,Madrid,Ebola,Humans,,2875795,"PRO/AH/EDR> Ebola virus disease - ex Africa (19): Spain, USA, travel bans, prevention",http://promedmail.org/direct.php?id=20141018.2875795,18/10/14 00:32,No Tag,5,,,,,,,,,ProMED Mail,Yahoo News [edited],
Worldwide,Worldwide,,Ebola,Humans,,2878044,"PRO/AH/EDR> Ebola virus disease - West Africa (193): Senegal free, WHO, S. Leone, Nigeria",http://promedmail.org/direct.php?id=20141018.2878044,18/10/14 15:26,No Tag,,,,,9216,4555,,,,ProMED Mail,WHO: Ebola Response Roadmap [edited],
Nigeria,Nigeria,,Ebola,Humans,,2878044,"PRO/AH/EDR> Ebola virus disease - West Africa (193): Senegal free, WHO, S. Leone, Nigeria",http://promedmail.org/direct.php?id=20141018.2878044,18/10/14 15:26,No Tag,,,,,20,8,,,,ProMED Mail,Tamsin Dew <t.dewe14@imperial.ac.uk> [edited],
Spain,Spain,,Ebola,Humans,,2880692,"PRO/AH/EDR> Ebola virus disease - ex Africa (20): Spain negative, India, USA, China",http://promedmail.org/direct.php?id=20141019.2880692,19/10/14 20:08,No Tag,,,,,,,,,4,ProMED Mail,The Local [edited],
Liberia,Liberia,,Ebola,Bats,,2882849,PRO> Ebola virus disease - West Africa (194): bat immunity clue,http://promedmail.org/direct.php?id=20141020.2882849,20/10/14 13:35,No Tag,,,,,,,,,,ProMED Mail,,
United States,United States,,Ebola,Humans,,2884364,"PRO/AH/EDR> Ebola virus disease - ex Africa (21): USA, TX free, control, ebook",http://promedmail.org/direct.php?id=20141021.2884364,21/10/14 04:31,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2891142,"PRO/AH/EDR> Ebola virus disease - West Africa (195): Liberia, Sierra Leone, drug trials",http://promedmail.org/direct.php?id=20141022.2891142,22/10/14 17:33,No Tag,,,,,,,,,,ProMED Mail,,
United States,United States,,Ebola,Humans,,2891397,"PRO/AH/EDR> Ebola virus disease - ex Africa (22): Canada, China, France, UK, USA, guidelines",http://promedmail.org/direct.php?id=20141022.2891397,22/10/14 18:20,No Tag,,,,,,,,,,ProMED Mail,,
Worldwide,Worldwide,,Ebola,Humans,,2894887,"PRO/AH/EDR> Ebola virus disease - West Africa (196): WHO, Mali conf. case ex Guinea, Liberia",http://promedmail.org/direct.php?id=20141024.2894887,24/10/14 00:49,No Tag,,,,,9936,,,,,ProMED Mail,WHO Ebola Response Roadmap [edited],
Mali,Mali,,Ebola,Humans,,2894887,"PRO/AH/EDR> Ebola virus disease - West Africa (196): WHO, Mali conf. case ex Guinea, Liberia",http://promedmail.org/direct.php?id=20141024.2894887,24/10/14 00:49,No Tag,,,1,,,,,,,ProMED Mail,Reuters [edited],
United States,United States,New York City,Ebola,Humans,,2895748,PRO/AH/EDR> Ebola virus disease - ex Africa (23): USA (NYC) MSF doctor ex Guinea,http://promedmail.org/direct.php?id=20141024.2895748,24/10/14 00:32,No Tag,,,1,,,,,,,ProMED Mail,Reuters [edited],
United States,United States,,Ebola,Humans,,2895748,PRO/AH/EDR> Ebola virus disease - ex Africa (23): USA (NYC) MSF doctor ex Guinea,http://promedmail.org/direct.php?id=20141024.2895748,24/10/14 00:32,No Tag,,,,,,,9,,,ProMED Mail,Reuters [edited],
United States,United States,,Ebola,Humans,,2899189,"PRO/AH/EDR> Ebola virus disease - ex Africa (24): USA nurse better, China, USA troops",http://promedmail.org/direct.php?id=20141025.2899189,25/10/14 03:46,No Tag,,,,,,,,,,ProMED Mail,,
"Texas, United States",United States,,Ebola,Dogs,,2901733,"PRO/AH/EDR> Ebolavirus, animal reservoir (05): USA, dog, NOT",http://promedmail.org/direct.php?id=20141026.2901733,26/10/14 05:05,No Tag,,,,,,,,,,ProMED Mail,,
Norway,Norway,,Ebola,Humans,,2903377,"PRO/AH/EDR> Ebola virus disease - ex Africa (25): Norway doctor, USA quarantine, vaccines",http://promedmail.org/direct.php?id=20141026.2903377,26/10/14 14:16,No Tag,,,,,,,,,,ProMED Mail,,
Worldwide,Worldwide,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,10114,4922,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
Guinea,Guinea,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,1553,926,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
Liberia,Liberia,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,4665,2705,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,3896,1281,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
Nigeria,Nigeria,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,20,8,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
Senegal,Senegal,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,,,1,0,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
Mali,Mali,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,,,1,1,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
Spain,Spain,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,,,1,0,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
United States,United States,,Ebola,Humans,,2903471,"PRO/AH/EDR> Ebola virus disease - West Africa (197): WHO, Mali, Ethiopia, Guinea",http://promedmail.org/direct.php?id=20141026.2903471,26/10/14 15:04,No Tag,,,,,,,4,1,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Situation reports: Ebola response roadmap [summ. edited]",
United States,United States,,Ebola,Humans,,2906997,"PRO/AH/EDR> Ebola virus disease - ex Africa (26): USA quarantines, drug, vaccines, WHO",http://promedmail.org/direct.php?id=20141027.2906997,27/10/14 21:31,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,2910060,"PRO/AH/EDR> Ebola virus disease - West Africa (198): CDC update, Mali, Sierra Leone",http://promedmail.org/direct.php?id=20141028.2910060,28/10/14 20:03,No Tag,,,,,4665,,,,,ProMED Mail,CDC/MMWR [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2910060,"PRO/AH/EDR> Ebola virus disease - West Africa (198): CDC update, Mali, Sierra Leone",http://promedmail.org/direct.php?id=20141028.2910060,28/10/14 20:03,No Tag,,,,,3706,,,,,ProMED Mail,CDC/MMWR [edited],
Guinea,Guinea,,Ebola,Humans,,2910060,"PRO/AH/EDR> Ebola virus disease - West Africa (198): CDC update, Mali, Sierra Leone",http://promedmail.org/direct.php?id=20141028.2910060,28/10/14 20:03,No Tag,,,,,1540,,,,,ProMED Mail,CDC/MMWR [edited],
United States,United States,,Ebola,Humans,,2910297,"PRO/AH/EDR> Ebola virus disease - ex Africa (27): USA (TX) 2nd nurse, test, quarantine",http://promedmail.org/direct.php?id=20141028.2910297,28/10/14 21:01,No Tag,,,,,,,,,,ProMED Mail,,
Worldwide,Worldwide,,Ebola,Humans,,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,30/10/14 09:46,No Tag,,,,,13703,4922,,,,ProMED Mail,"WHO Ebola Response Roadmap Situation Report [excerpts, edited]",
Liberia,Liberia,,Ebola,Humans,,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,30/10/14 09:46,No Tag,,,,,6535,2413,,,,ProMED Mail,BBC News [edited],
Guinea,Guinea,,Ebola,Humans,,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,30/10/14 09:46,No Tag,,,,,,997,,,,ProMED Mail,BBC News [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2913982,"PRO/AH/EDR> Ebola virus disease - West Africa (199): WHO, Liberia, asymptomatic infection",http://promedmail.org/direct.php?id=20141030.2913982,30/10/14 09:46,No Tag,,,,,,1500,,,,ProMED Mail,BBC News [edited],
United States,United States,,Ebola,Humans,,2917097,"PRO/AH/EDR> Ebola virus disease - ex Africa (28): USA nurses, E.Africa tourism down, opinion",http://promedmail.org/direct.php?id=20141030.2917097,30/10/14 21:17,No Tag,,,,,,,,,,ProMED Mail,,
Mali,Mali,,Ebola,Humans,,2920082,"PRO/AH/EDR> Ebola virus disease - West Africa (200): Mali, Liberia, cremation, case numbers ",http://promedmail.org/direct.php?id=20141031.2920082,31/10/14 20:21,No Tag,2,,,,,,,,,ProMED Mail,Reuters [edited],
Liberia,Liberia,,Ebola,Humans,,2922141,"PRO/AH/EDR> Ebola virus disease - West Africa (201): WHO updates, Liberia new hospital",http://promedmail.org/direct.php?id=20141101.2922141,01/11/14 20:59,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2923959,"PRO/AH/EDR> Ebola virus disease - West Africa (202): Sierra Leone, Norway-UK aid, age & CFR",http://promedmail.org/direct.php?id=20141102.2923959,02/11/14 19:44,No Tag,,,,,,,,,,ProMED Mail,,
Viet Nam,Viet Nam,,Ebola,Humans,,2923960,"PRO/AH/EDR> Ebola virus disease - ex Africa (29): UN repatriated, Canada, North Korea, susp",http://promedmail.org/direct.php?id=20141102.2923960,02/11/14 20:25,No Tag,1,,,,,,,,,ProMED Mail,Tuoi Tre News,
United States,United States,,Ebola,Humans,,2929706,"PRO/AH/EDR> Ebola virus disease - ex Africa (30): USA scares, hospital preparedness",http://promedmail.org/direct.php?id=20141104.2929706,04/11/14 20:04,No Tag,,,,,,,,,,ProMED Mail,,
Worldwide,Worldwide,,Ebola,Humans,,2932865,"PRO/AH/EDR> Ebola virus disease - West Africa (203): WHO, WiFi, vaccine, survivors",http://promedmail.org/direct.php?id=20141105.2932865,05/11/14 22:39,No Tag,,,,,13042,4818,,,,ProMED Mail,WHO [edited],
Germany,Germany,,Ebola,Humans,,2938140,"PRO/AH/EDR> Ebola virus disease - ex Africa (31): Ugandan cured, Texas free, safety, funds",http://promedmail.org/direct.php?id=20141107.2938140,07/11/14 22:53,No Tag,,,1,,,,,,,ProMED Mail,Wall Street Journal [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2938263,"PRO/AH/EDR> Ebola virus disease - West Africa (204): Sierra Leone, region, models unreliable",http://promedmail.org/direct.php?id=20141107.2938263,07/11/14 23:10,No Tag,25,30,,,,,,,,ProMED Mail,Guardian [edited],
Worldwide,Worldwide,,Ebola,Humans,,2938263,"PRO/AH/EDR> Ebola virus disease - West Africa (204): Sierra Leone, region, models unreliable",http://promedmail.org/direct.php?id=20141107.2938263,07/11/14 23:10,No Tag,,,,,13567,4951,,,,ProMED Mail,Nature [edited],
United States,United States,,Ebola,Humans,,2939861,"PRO/AH/EDR> Ebola virus disease - ex Africa (32): Spanish nurse recovered, USA seeks patent",http://promedmail.org/direct.php?id=20141108.2939861,08/11/14 22:57,No Tag,,,,,,,4,1,,ProMED Mail,Politico [edited],
Worldwide,Worldwide,,Ebola,Humans,,2939878,"PRO/AH/EDR> Ebola virus disease - West Africa (205): WHO, Nigeria, Sierra Leone, crisis fund",http://promedmail.org/direct.php?id=20141108.2939878,08/11/14 23:26,No Tag,,,,,13268,4960,,,,ProMED Mail,WHO [edited],
Mali,Mali,,Ebola,Humans,,2939878,"PRO/AH/EDR> Ebola virus disease - West Africa (205): WHO, Nigeria, Sierra Leone, crisis fund",http://promedmail.org/direct.php?id=20141108.2939878,08/11/14 23:26,No Tag,,,1,,,,,,,ProMED Mail,WHO [edited],
China,China,,Ebola,Humans,,2941403,"PRO/AH/EDR> Ebola virus disease - ex Africa (33): China, Philippines, shipping, Morocco",http://promedmail.org/direct.php?id=20141109.2941403,09/11/14 22:33,No Tag,,,,,,,,,,ProMED Mail,,
Sierra Leone,Sierra Leone,,Ebola,Humans,,2944063,"PRO/AH/EDR> Ebola virus disease - West Africa (206): Sierra Leone, Liberia, more",http://promedmail.org/direct.php?id=20141111.2944063,11/11/14 02:53,No Tag,111,,,,,,,,,ProMED Mail,Guardian [edited],
Senegal,Senegal,,Ebola,Humans,,2946186,"PRO/AH/EDR> Ebola virus disease - ex Africa (34): US doctor discharged, robots, WHO, Google",http://promedmail.org/direct.php?id=20141111.2946186,11/11/14 13:36,No Tag,,,,,,,1,,,ProMED Mail,WHO [edited],
Mali,Mali,,Ebola,Humans,,2946918,PRO/AH/EDR> Ebola virus disease - West Africa (207): Mali susp new case RFI,http://promedmail.org/direct.php?id=20141111.2946918,11/11/14 17:36,No Tag,1,,,,,,,,,ProMED Mail,"Reuters via Boursorama [in French, transl. JW, edited]",
Worldwide,Worldwide,,Ebola,Humans,,2950138,"PRO/AH/EDR> Ebola virus disease - West Africa (208): WHO, Mali conf, deaths",http://promedmail.org/direct.php?id=20141112.2950138,12/11/14 17:49,No Tag,,,,,14098,5160,,,,ProMED Mail,WHO Situation report [edited],
Mali,Mali,,Ebola,Humans,,2950138,"PRO/AH/EDR> Ebola virus disease - West Africa (208): WHO, Mali conf, deaths",http://promedmail.org/direct.php?id=20141112.2950138,12/11/14 17:49,No Tag,,,,,4,4,,,,ProMED Mail,WHO Situation report [edited],
Mali,Mali,,Ebola,Humans,,2954914,PRO/AH/EDR> Ebola virus disease - West Africa (209): Mali update,http://promedmail.org/direct.php?id=20141114.2954914,14/11/14 09:32,No Tag,,,,,6,,,,,ProMED Mail,Bloomberg [edited],
Mali,Mali,,Ebola,Humans,,2955997,"PRO/AH/EDR> Ebola virus disease - West Africa (210): Mali, Liberia, WHO",http://promedmail.org/direct.php?id=20141114.2955997,14/11/14 17:47,No Tag,,1,,,6,,,,,ProMED Mail,Bloomberg [edited],
Worldwide,Worldwide,,Ebola,Humans,,2955997,"PRO/AH/EDR> Ebola virus disease - West Africa (210): Mali, Liberia, WHO",http://promedmail.org/direct.php?id=20141114.2955997,14/11/14 17:47,No Tag,,,,,14413,5177,,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2956594,"PRO/AH/EDR> Ebola virus disease - ex Africa (36): USA medevac, strike, Australia, safety",http://promedmail.org/direct.php?id=20141114.2956594,14/11/14 17:58,No Tag,,,1,,,,,,,ProMED Mail,USA Today [edited],
United Kingdom,United Kingdom,,Ebola,Pets (domestic),,2958222,"PRO/AH/EDR> Ebolavirus, animal reservoir (07): USA, UK, pet exposure, discussion",http://promedmail.org/direct.php?id=20141117.2958222,17/11/14 10:48,No Tag,,,,,,,,,,ProMED Mail,,
Mali,Mali,,Ebola,Humans,,2958823,"PRO/AH/EDR> Ebola virus disease - West Africa (211): Mali, Liberia, aid, S Leone, Guinea",http://promedmail.org/direct.php?id=20141116.2958823,16/11/14 05:11,No Tag,,,4,3,,,,,,ProMED Mail,Reuters [edited],
DR Congo,DR Congo,,Ebola,Humans,,2959789,PRO/AH/EDR> Ebola virus disease - Congo DR (17): (ET) outbreak over,http://promedmail.org/direct.php?id=20141116.2959789,16/11/14 13:19,No Tag,,,,,,49,,,,ProMED Mail,BBC [edited],
Liberia,Liberia,Firestone District,Ebola,Humans,,2960393,"PRO/AH/EDR> Ebola virus disease - West Africa (212): Mali, Guinea-Bissau reopens, Liberia",http://promedmail.org/direct.php?id=20141116.2960393,16/11/14 17:45,No Tag,,,,,71,53,57,39,,ProMED Mail,Healio [edited],
United States,United States,Nebraska,Ebola,Humans,,2963701,"PRO/AH/EDR> Ebola virus disease - ex Africa (38): USA doctor dies, NYC, songs, screening",http://promedmail.org/direct.php?id=20141117.2963701,17/11/14 19:53,No Tag,,,,1,,,,,,ProMED Mail,Washington Post [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,2966829,"PRO/AH/EDR> Ebola virus disease - West Africa (213): Sierra Leone, Benin false alarm, Mali",http://promedmail.org/direct.php?id=20141118.2966829,18/11/14 21:02,No Tag,,,,,,,,,,ProMED Mail,,
India,India,,Ebola,Humans,,2972218,"PRO/AH/EDR> Ebola virus disease - ex Africa (40): USA ZMapp, cost, UK, India prevention",http://promedmail.org/direct.php?id=20141119.2972218,19/11/14 20:31,No Tag,1,,,,,,,,,ProMED Mail,Times of India [edited],
Worldwide,Worldwide,,Ebola,Humans,,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,19/11/14 21:00,No Tag,,,,,15145,5420,,,,ProMED Mail,"WHO Situation report 19 Nov 2014 [excerpted, edited]",
Mali,Mali,,Ebola,Humans,,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,19/11/14 21:00,No Tag,,,,,6,5,,,,ProMED Mail,"WHO Situation report 19 Nov 2014 [excerpted, edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,19/11/14 21:00,No Tag,435,,,,5368,,,,,ProMED Mail,IB Times [edited],WHO
Liberia,Liberia,,Ebola,Humans,,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,19/11/14 21:00,No Tag,,,,,6822,,,,,ProMED Mail,IB Times [edited],WHO
Guinea,Guinea,,Ebola,Humans,,2972544,"PRO/AH/EDR> Ebola virus disease - West Africa (214): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20141119.2972544,19/11/14 21:00,No Tag,,,,,1878,,,,,ProMED Mail,IB Times [edited],WHO
India,India,,Ebola,Humans,,2974605,"PRO/AH/EDR> Ebola virus disease - ex Africa (41): India, susp, donors, Spanish course",http://promedmail.org/direct.php?id=20141120.2974605,20/11/14 15:16,No Tag,,,,,,,,,,ProMED Mail,,
